"ID","Gender","Date","Age","Distance","Real_Visual_Angle","Reported_Visual_Angle","Time","Task","Ratio_Visual_Angle","Elevation","Session","Template_Distance","Template_Size"
1060,"Female","10/17/2024",NA,357252,0.557473599616555,1.27058902397887,"9:35:00 PM","Perceptual",2.27919138207229,34,"Higher",73.5,1.63
1061,"Female","10/17/2024",19,357252,0.557473599616555,1.96884429884139,"7:45:00 PM","Perceptual",3.53172652515853,12,"Lower",71,2.44
1061,"Female","10/17/2024",19,357252,0.557473599616555,1.62075936214186,"9:12:00 PM","Perceptual",2.90732935740215,29,"Higher",76,2.15
1062,"Female","10/17/2024",19,357252,0.557473599616555,1.88053232451094,"7:54:00 PM","Perceptual",3.37331189459809,14,"Lower",65.5,2.15
1062,"Female","10/17/2024",19,357252,0.557473599616555,1.60080734471083,"9:47:00 PM","Perceptual",2.8715392904918,36,"Higher",68,1.9
1063,"Female","10/17/2024",21,357252,0.557473599616555,1.38670913421823,"7:55:00 PM","Perceptual",2.48748843922303,14,"Lower",78.5,1.9
1063,"Female","10/17/2024",21,357252,0.557473599616555,0.726115012019391,"10:03:00 PM","Perceptual",1.30251013235216,39,"Higher",75.75,0.96
1064,"Female","10/17/2024",20,357252,0.557473599616555,1.25846941569747,"8:06:00 PM","Perceptual",2.25745114488486,16,"Lower",86.5,1.9
1064,"Female","10/17/2024",20,357252,0.557473599616555,1.81140684305761,"10:32:00 PM","Perceptual",3.24931412770675,45,"Higher",68,2.15
1065,"Female","10/17/2024",18,357252,0.557473599616555,1.25353550755739,"8:00:00 PM","Perceptual",2.24860066632681,15,"Lower",74.5,1.63
1065,"Female","10/17/2024",18,357252,0.557473599616555,0.76927443419462,"9:43:00 PM","Perceptual",1.37992980245835,35,"Higher",71.5,0.96
1066,"Female","10/17/2024",20,357252,0.557473599616555,1.85151703285572,"8:03:00 PM","Perceptual",3.32126406367807,16,"Lower",75.5,2.44
1066,"Female","10/17/2024",20,357252,0.557473599616555,1.0410555531599,"9:57:00 PM","Perceptual",1.86745265403772,38,"Higher",79.25,1.44
1067,"Female","10/17/2024",23,357252,0.557473599616555,1.36071080534582,"8:05:00 PM","Perceptual",2.44085245701636,16,"Lower",80,1.9
1067,"Female","10/17/2024",23,357252,0.557473599616555,0.982189309936894,"10:07:00 PM","Perceptual",1.76185797966481,40,"Higher",84,1.44
1068,"Female","10/17/2024",22,357252,0.557473599616555,1.51188422710866,"8:09:00 PM","Perceptual",2.71202838690222,17,"Lower",72,1.9
1068,"Female","10/17/2024",22,357252,0.557473599616555,1.35225997249456,"10:09:00 PM","Perceptual",2.42569329457876,40,"Higher",80.5,1.9
1069,"Female","10/17/2024",38,357252,0.557473599616555,1.01168297412184,"8:12:00 PM","Perceptual",1.81476391853839,17,"Lower",55.5,0.98
1069,"Female","10/17/2024",38,357252,0.557473599616555,0.588805200400641,"9:55:00 PM","Perceptual",1.0562028422613,37,"Higher",63.25,0.65
1070,"Female","10/17/2024",23,357252,0.557473599616555,1.43672656793162,"8:15:00 PM","Perceptual",2.5772100578751,18,"Lower",65,1.63
1070,"Female","10/17/2024",23,357252,0.557473599616555,0.862957155563023,"9:58:00 PM","Perceptual",1.5479785162142,38,"Higher",81,1.22
1071,"Female","10/17/2024",21,357252,0.557473599616555,1.67019935894835,"8:17:00 PM","Perceptual",2.99601516573549,18,"Lower",73.75,2.15
1071,"Female","10/17/2024",21,357252,0.557473599616555,0.976377820990968,"10:15:00 PM","Perceptual",1.7514332905855,41,"Higher",84.5,1.44
1072,"Female","10/17/2024",18,357252,0.557473599616555,1.82970969742114,"8:20:00 PM","Perceptual",3.28214591449651,19,"Lower",38.2,1.22
1072,"Female","10/17/2024",18,357252,0.557473599616555,0.709719290720392,"10:01:00 PM","Perceptual",1.27309937404848,39,"Higher",77.5,0.96
1073,"Female","10/17/2024",NA,357252,0.557473599616555,1.83253704985183,"8:23:00 PM","Perceptual",3.28721763884837,20,"Lower",59.4,1.9
1073,"Female","10/17/2024",NA,357252,0.557473599616555,0.957523618089764,"9:40:00 PM","Perceptual",1.71761249097423,35,"Higher",73,1.22
1074,"Female","10/17/2024",20,357252,0.557473599616555,2.01923238978901,"8:26:00 PM","Perceptual",3.62211303132182,20,"Lower",61,2.15
1074,"Female","10/17/2024",20,357252,0.557473599616555,0.674568932661517,"10:27:00 PM","Perceptual",1.21004641856673,44,"Higher",66.25,0.78
52,"Female","10/17/2024",19,357252,0.557473599616555,0.580205467256331,"8:28:00 PM","Perceptual",1.04077658144782,21,"Lower",71.1,0.72
52,"Female","10/17/2024",19,357252,0.557473599616555,0.584187200727894,"10:41:00 PM","Perceptual",1.04791904249764,46,"Higher",76.5,0.78
1076,"GNC","10/17/2024",23,357252,0.557473599616555,1.08603835085711,"8:30:00 PM","Perceptual",1.94814310777069,21,"Lower",51.7,0.98
1077,"Female","10/17/2024",18,357252,0.557473599616555,1.90578591584785,"8:33:00 PM","Perceptual",3.41861196146095,21,"Lower",49,1.63
1077,"Female","10/17/2024",18,357252,0.557473599616555,0.919728289724227,"10:25:00 PM","Perceptual",1.64981496945656,43,"Higher",76,1.22
1078,"Female","10/17/2024",NA,357252,0.557473599616555,0.739902101826902,"8:35:00 PM","Perceptual",1.32724150943798,22,"Lower",60.4,0.78
1078,"Female","10/17/2024",NA,357252,0.557473599616555,0.729634352133488,"10:26:00 PM","Perceptual",1.30882314899818,44,"Higher",61.25,0.78
1079,"Female","10/17/2024",18,357252,0.557473599616555,1.09903628470716,"8:37:00 PM","Perceptual",1.97145889144007,22,"Lower",63.6,1.22
1079,"Female","10/17/2024",18,357252,0.557473599616555,0.670772196376542,"10:22:00 PM","Perceptual",1.20323580675016,43,"Higher",82,0.96
1080,"Female","10/17/2024",22,357252,0.557473599616555,1.28725434122201,"8:40:00 PM","Perceptual",2.30908574344582,23,"Lower",54.3,1.22
1080,"Female","10/17/2024",22,357252,0.557473599616555,0.75115798905909,"10:21:00 PM","Perceptual",1.3474323978315,43,"Higher",74.75,0.98
54,"Female","10/17/2024",23,357252,0.557473599616555,0.81245238826416,"8:42:00 PM","Perceptual",1.45738271520478,23,"Lower",67.7,0.96
54,"Female","10/17/2024",23,357252,0.557473599616555,0.964126918680438,"10:28:00 PM","Perceptual",1.72945753726022,44,"Higher",72.5,1.22
1082,"Female","10/17/2024",18,357252,0.557473599616555,1.17275112953019,"8:45:00 PM","Perceptual",2.10368909009654,24,"Lower",46.9,0.96
1082,"Female","10/17/2024",18,357252,0.557473599616555,0.838042729434726,"10:36:00 PM","Perceptual",1.50328684624914,45,"Higher",67,0.98
32131,"Female","11/15/2024",21,361929,0.55026980085631,1.51188422710866,"5:10:00 PM","Perceptual",2.74753261900966,4,"Lower",72,1.9
32131,"Female","11/15/2024",21,361929,0.55026980085631,0.677124058646317,"6:52:00 PM","Perceptual",1.23053101877043,23,"Higher",66,0.78
