Task,Factor,NTypical,NDeficient,NBlind,MeanPowerLawInterceptTypical,MeanPowerLawInterceptDeficient,MeanPowerLawInterceptBlind,InterceptGroupPValue,MeanSlopeTypical,MeanSlopeDeficient,MeanSlopeBlind,SlopeGroupPValue
Perceptual,Visual Angle,21,5,11,2.37996752866533,1.74496310424162,2.00321240711178,0.108184538131441,-0.198385174457991,-0.165160523126659,-0.208354436890268,0.65852235735165
Perceptual,Distance,21,5,11,0.778138194317051,0.510341690784939,0.729923097196046,0.405797927591426,0.318962582016257,0.343060873992052,0.262029268028402,0.636749380394065
Perceptual,Elevation,21,5,11,4.62226717515786,2.9658567419202,3.15904917158731,0.378361496663646,-0.395672290857247,-0.408978696833855,-0.340073234565085,0.755999819001895
