ID,Gender,Age,Notes,Date,Time,Lamp1 Estimate Template Number,Lamp1 Estimate Template Size (cm),Lamp1 Estimate Distance (cm),Lamp1 Adjusted Template Number,Lamp1 Adjusted Template Size (cm),Lamp1 Adjusted Distance (cm),Lamp1 Width (cm),Lamp1 Distance (cm),Lamp2 Estimate Template Number,Lamp2 Estimate Template Size (cm),Lamp2 Estimate Distance (cm),Lamp2 Adjusted Template Number,Lamp2 Adjusted Template Size (cm),Lamp2 Adjusted Distance (cm),Lamp2 Width (cm),Lamp2 Distance (cm),Lamp3 Estimate Template Number,Lamp3 Estimate Template Size (cm),Lamp3 Estimate Distance (cm),Lamp3 Adjusted Template Number,Lamp3 Adjusted Template Size (cm),Lamp3 Adjusted Distance (cm),Lamp3 Width (cm),Lamp3 Distance (cm),Lamp4 Estimate Template Number,Lamp4 Estimate Template Size (cm),Lamp4 Estimate Distance (cm),Lamp4 Adjusted Template Number,Lamp4 Adjusted Template Size (cm),Lamp4 Adjusted Distance (cm),Lamp4 Width (cm),Lamp4 Distance (cm),Lamp1a Estimate Template Number,Lamp1a Estimate Template Size (cm),Lamp1a Estimate Distance (cm),Lamp1a Adjusted Template Number,Lamp1a Adjusted Template Size (cm),Lamp1a Adjusted Distance (cm),Lamp1a Width (cm),Lamp1a Distance (cm),Lamp1a 1st Caliper Aperture (cm),Lamp1a 1st Caliper Distance (cm),Lamp2a Estimate Template Number,Lamp2a Estimate Template Size (cm),Lamp2a Estimate Distance (cm),Lamp2a Adjusted Template Number,Lamp2a Adjusted Template Size (cm),Lamp2a Adjusted Distance (cm),Lamp2a Width (cm),Lamp2a Distance (cm),Lamp2a 1st Caliper Aperture (cm),Lamp2a 1st Caliper Distance (cm),Lamp3a Estimate Template Number,Lamp3a Estimate Template Size (cm),Lamp3a Estimate Distance (cm),Lamp3a Adjusted Template Number,Lamp3a Adjusted Template Size (cm),Lamp3a Adjusted Distance (cm),Lamp3a Width (cm),Lamp3a Distance (cm),Lamp3a 1st Caliper Aperture (cm),Lamp3a 1st Caliper Distance (cm),Lamp4a Estimate Template Number,Lamp4a Estimate Template Size (cm),Lamp4a Estimate Distance (cm),Lamp4a Adjusted Template Number,Lamp4a Adjusted Template Size (cm),Lamp4a Adjusted Distance (cm),Lamp4a Width (cm),Lamp4a Distance (cm),Lamp4a 1st Caliper Aperture (cm),Lamp4a 1st Caliper Distance (cm),Lamp5 Estimate Template Number,Lamp5 Estimate Template Size (cm),Lamp5 Estimate Distance (cm),Lamp5 Adjusted Template Number,Lamp5 Adjusted Template Size (cm),Lamp5 Adjusted Distance (cm),Lamp5 Width (cm),Lamp5 Distance (cm),Lamp5 1st Caliper Aperture (cm),Lamp5 1st Caliper Distance (cm),Lamp5 2nd Caliper Aperture (cm),Lamp5 2nd Caliper Distance (cm),Lamp6 Estimate Template Number,Lamp6 Estimate Template Size (cm),Lamp6 Estimate Distance (cm),Lamp6 Adjusted Template Number,Lamp6 Adjusted Template Size (cm),Lamp6 Adjusted Distance (cm),Lamp6 Width (cm),Lamp6 Distance (cm),Lamp6 1st Caliper Aperture (cm),Lamp6 1st Caliper Distance (cm),Lamp6 2nd Caliper Aperture (cm),Lamp6 2nd Caliper Distance (cm),Lamp7 Estimate Template Number,Lamp7 Estimate Template Size (cm),Lamp7 Estimate Distance (cm),Lamp7 Adjusted Template Number,Lamp7 Adjusted Template Size (cm),Lamp7 Adjusted Distance (cm),Lamp7 Width (cm),Lamp7 Distance (cm),Lamp7 1st Caliper Aperture (cm),Lamp7 1st Caliper Distance (cm),Lamp7 2nd Caliper Aperture (cm),Lamp7 2nd Caliper Distance (cm),Stick1 Estimate Template Number,Stick1 Estimate Template Size (cm),Stick1 Estimate Distance (cm),Stick1 Adjusted Template Number,Stick1 Adjusted Template Size (cm),Stick1 Adjusted Distance (cm),Stick1 Width (cm),Stick1 Height (cm),Stick1 Distance (cm),Stick2 Estimate Template Number,Stick2 Estimate Template Size (cm),Stick2 Estimate Distance (cm),Stick2 Adjusted Template Number,Stick2 Adjusted Template Size (cm),Stick2 Adjusted Distance (cm),Stick2 Width (cm),Stick2 Height (cm),Stick2 Distance (cm),Stick3 Estimate Template Number,Stick3 Estimate Template Size (cm),Stick3 Estimate Distance (cm),Stick3 Adjusted Template Number,Stick3 Adjusted Template Size (cm),Stick3 Adjusted Distance (cm),Stick3 Width (cm),Stick3 Height (cm),Stick3 Distance (cm),Stick4 Estimate Template Number,Stick4 Estimate Template Size (cm),Stick4 Estimate Distance (cm),Stick4 Adjusted Template Number,Stick4 Adjusted Template Size (cm),Stick4 Adjusted Distance (cm),Stick4 Width (cm),Stick4 Height (cm),Stick4 Distance (cm),Stick7 Estimate Template Number,Stick7 Estimate Template Size (cm),Stick7 Estimate Distance (cm),Stick7 Adjusted Template Number,Stick7 Adjusted Template Size (cm),Stick7 Adjusted Distance (cm),Stick7 Width (cm),Stick7 Height (cm),Stick7 Distance (cm),Stick7 1st Caliper Aperture (cm),Stick7 1st Caliper Distance (cm),Stick7 2nd Caliper Aperture (cm),Stick7 2nd Caliper Distance (cm),Stick8 Estimate Template Number,Stick8 Estimate Template Size (cm),Stick8 Estimate Distance (cm),Stick8 Adjusted Template Number,Stick8 Adjusted Template Size (cm),Stick8 Adjusted Distance (cm),Stick8 Width (cm),Stick8 Height (cm),Stick8 Distance (cm),Stick8 1st Caliper Aperture (cm),Stick8 1st Caliper Distance (cm),Stick8 2nd Caliper Aperture (cm),Stick8 2nd Caliper Distance (cm),Stick9 Estimate Template Number,Stick9 Estimate Template Size (cm),Stick9 Estimate Distance (cm),Stick9 Adjusted Template Number,Stick9 Adjusted Template Size (cm),Stick9 Adjusted Distance (cm),Stick9 Width (cm),Stick9 Height (cm),Stick9 Distance (cm),Stick9 1st Caliper Aperture (cm),Stick9 1st Caliper Distance (cm),Stick9 2nd Caliper Aperture (cm),Stick9 2nd Caliper Distance (cm),Stick9a Estimate Template Number,Stick9a Estimate Template Size (cm),Stick9a Estimate Distance (cm),Stick9a Adjusted Template Number,Stick9a Adjusted Template Size (cm),Stick9a Adjusted Distance (cm),Stick9a Width (cm),Stick9a Height (cm),Stick9a Distance (cm),Stick9a 1st Caliper Aperture (cm),Stick9a 1st Caliper Distance (cm),Stick9a 2nd Caliper Aperture (cm),Stick9a 2nd Caliper Distance (cm),Stick10 Estimate Template Number,Stick10 Estimate Template Size (cm),Stick10 Estimate Distance (cm),Stick10 Adjusted Template Number,Stick10 Adjusted Template Size (cm),Stick10 Adjusted Distance (cm),Stick10 Width (cm),Stick10 Height (cm),Stick10 Distance (cm),Stick10 1st Caliper Aperture (cm),Stick10 1st Caliper Distance (cm),Stick10 2nd Caliper Aperture (cm),Stick10 2nd Caliper Distance (cm),MoonBallBall1 Estimate Template Number,MoonBall1 Estimate Template Size (cm),MoonBall1 Estimate Distance (cm),MoonBall1 Adjusted Template Number,MoonBall1 Adjusted Template Size (cm),MoonBall1 Adjusted Distance (cm),MoonBall1 Width (cm),MoonBall1 Distance (cm),MoonBall2 Estimate Template Number,MoonBall2 Estimate Template Size (cm),MoonBall2 Estimate Distance (cm),MoonBall2 Adjusted Template Number,MoonBall2 Adjusted Template Size (cm),MoonBall2 Adjusted Distance (cm),MoonBall2 Width (cm),MoonBall2 Distance (cm),MoonBall3 Estimate Template Number,MoonBall3 Estimate Template Size (cm),MoonBall3 Estimate Distance (cm),MoonBall3 Adjusted Template Number,MoonBall3 Adjusted Template Size (cm),MoonBall3 Adjusted Distance (cm),MoonBall3 Width (cm),MoonBall3 Distance (cm),MoonBall4 Estimate Template Number,MoonBall4 Estimate Template Size (cm),MoonBall4 Estimate Distance (cm),MoonBall4 Adjusted Template Number,MoonBall4 Adjusted Template Size (cm),MoonBall4 Adjusted Distance (cm),MoonBall4 Width (cm),MoonBall4 Distance (cm),BlueBall Estimate Template Number,BlueBall Estimate Template Size (cm),BlueBall Estimate Distance (cm),BlueBall Adjusted Template Number,BlueBall Adjusted Template Size (cm),BlueBall Adjusted Distance (cm),BlueBall Width (cm),BlueBall Distance (cm),BlueBall 1st Caliper Aperture (cm),BlueBall 1st Caliper Distance (cm),BlueBall 2nd Caliper Aperture (cm),BlueBall 2nd Caliper Distance (cm)
6010,Female,28,C#7 was in place #6,7/9/2025,11:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,14,2.15,76,11,1.44,52.9,40.64,1690,6.533,25,6.769,35.8,10,1.22,77.5,7,0.78,47.8,40.64,2980,5.827,21.7,6.102,42.7,9,0.98,76.5,3,0.49,52.6,40.64,6110,5.438,22.4,6.102,41.2,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,j,3.32,65.6,h,2.77,55.6,14,289.56,6110,6.085,38.2,5.797,35.8,i,3.05,65.8,e,1.66,54.4,14,289.56,10700,5.263,41.2,5.993,34,h,2.77,66.4,c,1,50.1,14,289.56,15100,5.889,39,5.993,36.7,,,,,,,14,289.56,15188.5,,,,,q,9,66,p,7.7,62.2,14,289.56,2318,5.682,35.5,5.797,27.4,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,12,1.63,78.7,9,0.98,56.7,26.74,1520,5.937,26.3,5.914,36.4
6011,Female,24,C#7 was in place #6,7/9/2025,13:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,11,1.44,81,10,1.22,49.2,40.64,1690,6.996,48,7.004,45.5,9,0.98,80.5,7,0.78,56.5,40.64,2980,6.656,44.5,6.235,45.8,7,0.78,79.3,2,0.39,58,40.64,6110,6.327,43.5,6.294,45.7,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,i,3.05,72,g,2.22,44.5,14,289.56,6110,5.571,47,6.104,49,g,2.22,75.7,c,1,31.8,14,289.56,10700,5.68,42.7,6.111,46.4,e,1.66,73,c,1,58,14,289.56,15100,5.586,37.1,5.979,44.5,,,,,,,14,289.56,15188.5,,,,,q,9,77.7,k,4.07,29.5,14,289.56,2318,6.143,47.1,5.942,44.1,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,9,0.98,81.7,7,0.78,52,26.74,1520,6.46,47.9,6.624,50
6012,Male,23,C#7 was in place #6,7/9/2025,14:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,16,2.7,74.5,12,1.63,56.9,40.64,1690,6.814,21,6.624,14.6,10,1.22,76,9,0.98,43,40.64,2980,6.385,18.3,6.496,13,7,0.78,74,3,0.49,52.5,40.64,6110,6.337,19.4,6.187,13,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,j,3.32,65.7,g,2.22,46.8,14,289.56,6110,6.078,14.5,5.939,12.1,i,3.05,66.4,d,1.4,49.2,14,289.56,10700,6.159,14.4,5.891,12.8,f,2.08,66.2,c,1,54.6,14,289.56,15100,5.959,13.5,6.036,12.9,,,,,,,14,289.56,15188.5,,,,,s,11,65.5,p,7.7,61.4,14,289.56,2318,5.417,13.4,5.862,13.7,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,12,1.63,74.5,10,1.22,59.3,26.74,1520,6.372,21.9,6.434,14.8
6013,Male,25,Myopic ,7/10/2025,10:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,16,2.7,61.5,11,1.44,56.2,40.64,1690,7.178,42.5,6.698,44.2,14,2.15,62.5,7,0.78,54,40.64,2980,6.23,46,6.463,39.9,12,1.63,65.3,3,0.49,59,40.64,6110,5.969,48.9,6.097,46.7,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,p,7.7,62.2,h,2.77,52.9,14,289.56,6110,5.818,45.5,5.924,47,n,6.1,60.7,e,1.66,54.1,14,289.56,10700,5.889,42,5.821,48.8,i,3.05,59.7,d,1.4,59.2,14,289.56,15100,5.887,44.5,5.778,54.2,,,,,,,14,289.56,15188.5,,,,,t,13,63,p,7.7,57.4,14,289.56,2318,6.082,36.4,6.167,38.4,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,13,1.90,64.7,9,0.98,56.1,26.74,1520,6.356,44.4,6.475,48.2
6014,Female,26,,7/10/2025,14:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,13,1.90,68.8,11,1.44,62.5,40.64,1690,6.462,35,5.189,47.9,11,1.44,69,8,0.96,54.4,40.64,2980,6.173,37.5,5.299,55.7,10,1.22,69.7,4,0.52,58,40.64,6110,4.48,38.8,4.307,53.6,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,m,5.17,62.2,h,2.77,60.5,14,289.56,6110,6.462,53.8,5.583,53.1,k,4.07,61.7,e,1.66,53.4,14,289.56,10700,5.96,55.3,5.638,53.6,h,2.77,61,c,1,46.4,14,289.56,15100,5.184,55,5.64,53,,,,,,,14,289.56,15188.5,,,,,q,9,63.5,k,4.07,29,14,289.56,2318,5.931,42.4,5.723,44.5,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,10,1.22,68.8,9,0.98,54.3,26.74,1520,5.966,40.7,5.408,48.4
6015,Male,19,nearsighted,7/10/25,15:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,17,3.3,62.2,12,1.63,58.8,40.64,1690,6.509,34.3,6.379,29.3,11,1.44,64.8,8,0.96,56.8,40.64,2980,6.01,37.3,6.157,30.5,13,1.90,63.7,5,0.65,55.8,40.64,6110,6.016,37.9,6.22,29.8,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,o,6.89,65.5,h,2.77,59.9,14,289.56,6110,5.872,40.3,5.824,34,m,5.17,67,e,1.66,57.5,14,289.56,10700,5.815,42.2,6.231,35.8,l,4.7,68.5,e,1.66,61.1,14,289.56,15100,6.222,35.5,6.231,30.7,,,,,,,14,289.56,15188.5,,,,,r,10.34,52,q,9,66.6,14,289.56,2318,5.872,31.7,6.029,28,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,15,2.44,66.3,9,0.98,65.2,26.74,1520,6.22,32.7,6.471,31.1
6016,Female,24,astigmatism,7/11/25,14:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,15,2.44,72.7,11,1.44,60.2,40.64,1690,6.194,45.8,6.135,43,13,1.90,75.3,9,0.98,52.7,40.64,2980,6.357,45.8,5.813,45.2,11,1.44,75,3,0.49,53.3,40.64,6110,5.948,46.1,5.813,45.6,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,q,9,68.6,h,2.77,59.6,14,289.56,6110,5.291,44.2,5.845,45.7,m,5.17,68,e,1.66,60.6,14,289.56,10700,5.634,45.4,5.841,46.2,j,3.32,67,c,1,61.6,14,289.56,15100,5.625,45.5,5.554,45.2,,,,,,,14,289.56,15188.5,,,,,u,15,70,q,9,71.8,14,289.56,2318,5.052,25,5.455,45.4,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,13,1.90,74.7,9,0.98,65.2,26.74,1520,5.507,47.3,5.142,44.5
5027,Female,19,farsighted,7/11/25,15:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,12,1.63,76.5,11,1.44,56.7,40.64,1690,6.437,48.5,6.178,48.5,12,1.63,78.7,7,0.78,51.2,40.64,2980,6.791,47.6,6.333,48.6,10,1.22,78.2,4,0.52,55.3,40.64,6110,6.931,48.4,6.336,49,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,r,10.34,67.8,h,2.77,59.3,14,289.56,6110,5.621,47.1,5.508,48.6,o,6.89,67.5,b,0.82,34.2,14,289.56,10700,5.888,48.2,5.747,49.4,n,6.1,67.5,a,0.6,35,14,289.56,15100,6.257,48.1,5.749,49.7,,,,,,,14,289.56,15188.5,,,,,t,13,70,p,7.7,65.8,14,289.56,2318,5.474,48.6,5.144,48.7,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,11,1.44,77.1,9,0.98,58,26.74,1520,6.875,49.6,6.015,50
6017,Female,19,,7/14/2025,13:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,16,2.7,58.7,10,1.22,40.4,40.64,1690,6.5,46.4,6.23,48,13,1.90,62,7,0.78,48.2,40.64,2980,6,46,6,48,11,1.44,62.7,3,0.49,51.2,40.64,6110,4.85,47.5,6.075,48.4,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,k,4.07,52.5,e,1.66,44.3,14,289.56,6110,5.85,47.7,5.85,48.1,j,3.32,52.7,c,1,51.8,14,289.56,10700,6.25,48.2,5.8,49.2,g,2.22,53.5,a,0.6,50.5,14,289.56,15100,5.95,47.4,5.7,48.6,,,,,,,14,289.56,15188.5,,,,,o,6.89,53.8,i,3.05,33.3,14,289.56,2318,6.1,47.7,6.13,48.3,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,13,1.90,62,9,0.98,58,26.74,1520,6.51,46.9,6.45,51.7
6018,Male,17,,7/14/2025,15:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,17,3.3,63.7,11,1.44,56.7,40.64,1690,6.98,49.3,6.49,46.1,14,2.15,63.3,7,0.78,49.6,40.64,2980,6.32,59.8,6,57.8,2,0.39,65.5,3,0.49,49.1,40.64,6110,6.11,54.7,6.2,55.7,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,n,6.1,59.5,i,3.05,54.2,14,289.56,6110,6,56.3,5.83,57.3,j,3.32,61.5,g,2.22,55.8,14,289.56,10700,6.025,51.3,5.97,55.2,f,2.08,60.7,d,1.4,59.4,14,289.56,15100,5.5,51.4,5.99,55,,,,,,,14,289.56,15188.5,,,,,v,19,64,q,9,66.2,14,289.56,2318,6.1,35,6.18,31.6,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,15,2.44,62.8,8,0.96,61.3,26.74,1520,6.5,51.2,6.53,45.6
6019,Male,25,,7/15/2025,10:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,15,2.44,70.7,10,1.22,46,40.64,1690,7.22,44,7.02,41.3,12,1.63,69.2,3,0.49,56.7,40.64,2980,6.79,49.2,6.78,44.4,9,0.98,70.5,2,0.39,54.6,40.64,6110,6.78,47.5,6.55,41.5,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,n,6.1,58.7,i,3.05,58.8,14,289.56,6110,6.22,49.8,6.41,46.8,k,4.07,62.2,e,1.66,60.2,14,289.56,10700,6.4,46,6.23,45.5,i,3.05,60.3,c,1,56.7,14,289.56,15100,6.39,48.4,6.28,45,,,,,,,14,289.56,15188.5,,,,,t,13,64,p,7.7,53.7,14,289.56,2318,6.5,44.2,6.4,43.9,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,12,1.63,75,7,0.78,43.4,26.74,1520,6.98,49.1,7.05,45
6020,Male,21,,7/15/2025,11:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,10,1.22,70,10,1.22,52.6,40.64,1690,7.21,55,7.01,51,8,0.96,69.3,7,0.78,51.2,40.64,2980,6.75,57.5,7.04,55,5,0.65,69.4,3,0.49,63.4,40.64,6110,6.55,57.5,6.51,55.3,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,l,4.7,62.7,g,2.22,54.4,14,289.56,6110,6.6,62,6.29,58,h,2.77,62.3,d,1.4,58.2,14,289.56,10700,6.51,58,5.84,57,d,1.4,62.8,b,0.82,53.2,14,289.56,15100,6.01,58.3,6.02,58.5,,,,,,,14,289.56,15188.5,,,,,r,10.34,65.5,m,5.17,42,14,289.56,2318,7.05,55.2,6.28,51.2,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,6,0.72,71,7,0.78,49.4,26.74,1520,6.78,56.5,6.42,54.5
6021,Female,25,both nearsighted and far sighted,7/15/2025,13:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,15,2.44,62.5,12,1.63,51.5,40.64,1690,9.03,48.5,9.08,49.5,12,1.63,64.5,10,1.22,46.8,40.64,2980,5.6,46.7,11.45,48.8,11,1.44,65.8,9,0.98,49.8,40.64,6110,9.05,48.8,10.45,50.3,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,p,7.7,58,k,4.07,53.5,14,289.56,6110,8.65,49.8,13,50.6,n,6.1,57,j,3.32,55.9,14,289.56,10700,10.72,50.1,10.9,48.6,n,6.1,56.5,g,2.22,55.3,14,289.56,15100,12.41,48.7,11.72,49.4,,,,,,,14,289.56,15188.5,,,,,s,11,59.5,q,9,59.7,14,289.56,2318,11.02,48,11.51,49,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,14,2.15,61.5,10,1.22,56.2,26.74,1520,8.3,48.7,11.35,49.5
6022,Female,53,,7/15/2025,14:15,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,13,1.90,65.5,11,1.44,53.7,40.64,1690,6.41,48.4,6.8,45.4,11,1.44,65,7,0.78,46.5,40.64,2980,5.65,45,5.18,44,10,1.22,65.5,4,0.52,51.3,40.64,6110,5.67,47.5,5.15,47.6,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,n,6.1,58.4,k,4.07,45.8,14,289.56,6110,5.45,42,5.71,47.6,m,5.17,59.7,g,2.22,50.2,14,289.56,10700,5.98,41,5.4,48.9,j,3.32,59.7,d,1.4,49.4,14,289.56,15100,5.61,32.5,5.8,50.7,,,,,,,14,289.56,15188.5,,,,,r,10.34,62.5,p,7.7,60.8,14,289.56,2318,5.65,42.1,5.73,44.3,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,10,1.22,65.6,8,0.96,55.6,26.74,1520,5.85,49.4,6.4,49.2
6023,Female,25,nearsighted,7/15/2025,15:00,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,17,3.3,65.5,10,1.22,52.8,40.64,1690,7.48,40.5,7.51,44.5,14,2.15,66,6,0.72,46.3,40.64,2980,7.16,50.8,7.15,52.6,12,1.63,69.5,2,0.39,47.6,40.64,6110,7,47.2,7,47.2,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,p,7.7,55,g,2.22,45.9,14,289.56,6110,6.75,50.15,6.71,52.8,n,6.1,55.75,d,1.4,45,14,289.56,10700,6.78,49.6,6.81,49.5,k,4.07,56,c,1,46.9,14,289.56,15100,6.6,47.1,6.55,47.7,,,,,,,14,289.56,15188.5,,,,,t,13,54.25,p,7.7,58.2,14,289.56,2318,6.35,39.4,6.51,39.5,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,14,2.15,64.8,8,0.96,56.4,26.74,1520,7,44.2,7.23,40
6024,Female,19,,7/16/2025,13:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,12,1.63,65.5,8,0.96,39.9,40.64,1690,6.49,38,6.8,42.5,10,1.22,64.3,5,0.65,45.2,40.64,2980,6.23,43.2,6.42,45.4,8,0.96,66,2,0.39,47.3,40.64,6110,6.05,45.1,6.15,44.5,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,q,9,59.2,f,2.08,44.6,14,289.56,6110,5.85,43,5.9,41.2,p,7.7,58.5,c,1,39.8,14,289.56,10700,6,43.9,5.81,41.1,n,6.1,58.5,b,0.82,42.2,14,289.56,15100,6.15,44.5,5.85,43.4,,,,,,,14,289.56,15188.5,,,,,s,11,60,p,7.7,56.7,14,289.56,2318,6.1,38.2,5.85,35.5,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,9,0.98,64,7,0.78,49.9,26.74,1520,5.89,38.6,6.12,39.6
