ID,Measurement_Type,Reported_Visual_Angle,Task,Disparity_VA,Real_Visual_Angle,Ratio_Visual_Angle,Distance
10,Moon4_Adjusted_VA,,Adjusted,,0.96,,3270
11,Stick1_Perceptual_VA,5.165574032,Perceptual,,2.363,2.186023712,6280
11,Stick1_Adjusted_VA,2.859033805,Adjusted,,2.363,1.209916972,6280
11,Stick2_Perceptual_VA,13.63642914,Perceptual,,7.339,1.858077278,2020
11,Stick2_Adjusted_VA,8.72314529,Adjusted,,7.339,1.188601348,2020
11,Stick3_Perceptual_VA,6.432781616,Perceptual,,2.952,2.179126564,5027
11,Stick3_Adjusted_VA,2.948527224,Adjusted,,2.952,0.998823585,5027
11,Stick4_Perceptual_VA,9.568514488,Perceptual,,4.337,2.2062519,3421
11,Stick4_Adjusted_VA,4.662294671,Adjusted,,4.337,1.075004536,3421
11,Lamp1_Perceptual_VA,1.519494654,Perceptual,,0.3708,4.097882022,6280
11,Lamp1_Adjusted_VA,0.730230443,Adjusted,,0.3708,1.969337763,6280
11,Lamp2_Perceptual_VA,4.108587932,Perceptual,,1.1527,3.564316763,2020
11,Lamp2_Adjusted_VA,1.66759871,Adjusted,,1.1527,1.44668926,2020
11,Lamp3_Perceptual_VA,1.79346056,Perceptual,,0.4632,3.871892401,5027
11,Lamp3_Adjusted_VA,0.649645973,Adjusted,,0.4632,1.402517213,5027
11,Lamp4_Perceptual_VA,2.677467562,Perceptual,,0.6806,3.933981137,3421
11,Lamp4_Adjusted_VA,0.873061652,Adjusted,,0.6806,1.282782327,3421
11,Lamp1a_Perceptual_VA,,Perceptual,,0.3491,,6670
11,Lamp1a_Adjusted_VA,,Adjusted,,0.3491,,6670
11,Lamp2a_Perceptual_VA,,Perceptual,,1.0349,,2250
11,Lamp2a_Adjusted_VA,,Adjusted,,1.0349,,2250
11,Lamp3a_Perceptual_VA,,Perceptual,,0.4762,,4890
11,Lamp3a_Adjusted_VA,,Adjusted,,0.4762,,4890
11,Lamp4a_Perceptual_VA,,Perceptual,,0.7209,,3230
11,Lamp4a_Adjusted_VA,,Adjusted,,0.7209,,3230
11,Moon1_Perceptual_VA,,Perceptual,,0.52,,6060
11,Moon1_Adjusted_VA,,Adjusted,,0.52,,6060
11,Moon2_Perceptual_VA,,Perceptual,,1.5149,,2080
11,Moon2_Adjusted_VA,,Adjusted,,1.5149,,2080
11,Moon3_Perceptual_VA,,Perceptual,,0.6676,,4720
11,Moon3_Adjusted_VA,,Adjusted,,0.6676,,4720
11,Moon4_Perceptual_VA,,Perceptual,,0.96,,3270
11,Moon4_Adjusted_VA,,Adjusted,,0.96,,3270
12,Stick1_Perceptual_VA,3.713972219,Perceptual,,2.363,1.571719094,6280
12,Stick1_Adjusted_VA,3.147894909,Adjusted,,2.363,1.332160351,6280
12,Stick2_Perceptual_VA,6.162301666,Perceptual,,7.339,0.839665032,2020
12,Stick2_Adjusted_VA,8.302570533,Adjusted,,7.339,1.131294527,2020
12,Stick3_Perceptual_VA,4.625910208,Perceptual,,2.952,1.567042753,5027
