ID,Gender,Date,Time,Age,Measurement,Reported_Visual_Angle,Real_Visual_Angle,Task,Ratio_Visual_Angle,Disparity_VA_1,Disparity_VA_2,Distance,Width
30,Female,5/31/2024,15:23,30,Lamp2_Perceptual_VA,1.945482238,1.15268413,Perceptual,1.687784352,NA,NA,2020,40.64
30,Female,5/31/2024,15:23,30,Lamp2_Adjusted_VA,1.396515484,1.15268413,Adjusted,1.21153354,NA,NA,2020,40.64
30,Female,5/31/2024,15:23,30,Lamp3_Perceptual_VA,0.5848893366,0.4631962995,Perceptual,1.262724545,NA,NA,5027,40.64
30,Female,5/31/2024,15:23,30,Lamp3_Adjusted_VA,0.6164176132,0.4631962995,Adjusted,1.330791316,NA,NA,5027,40.64
30,Female,5/31/2024,15:23,30,Lamp4_Perceptual_VA,1.145877395,0.6806410687,Perceptual,1.683526675,NA,NA,3421,40.64
30,Female,5/31/2024,15:23,30,Lamp4_Adjusted_VA,0.8827619549,0.6806410687,Adjusted,1.296956642,NA,NA,3421,40.64
31,Female,7/9/2024,10:12,19,MoonBall1_Perceptual_VA,0.5136828583,0.5200076307,Perceptual,0.9878371545,NA,NA,6060,55
31,Female,7/9/2024,10:12,19,MoonBall1_Adjusted_VA,0.3906515288,0.5200076307,Adjusted,0.7512419159,NA,NA,6060,55
31,Female,7/9/2024,10:12,19,MoonBall2_Perceptual_VA,0.9680780709,1.514944365,Perceptual,0.6390188928,NA,NA,2080,55
31,Female,7/9/2024,10:12,19,MoonBall2_Adjusted_VA,1.1697482,1.514944365,Adjusted,0.7721393779,NA,NA,2080,55
31,Female,7/9/2024,10:12,19,MoonBall3_Perceptual_VA,0.6421011535,0.6676339443,Perceptual,0.9617563023,NA,NA,4720,55
31,Female,7/9/2024,10:12,19,MoonBall3_Adjusted_VA,0.5104499321,0.6676339443,Adjusted,0.7645655775,NA,NA,4720,55
31,Female,7/9/2024,10:12,19,MoonBall4_Perceptual_VA,0.770517836,0.9636677632,Perceptual,0.7995679273,NA,NA,3270,55
31,Female,7/9/2024,10:12,19,MoonBall4_Adjusted_VA,0.7237265394,0.9636677632,Adjusted,0.7510125035,NA,NA,3270,55
32,Non binary,7/9/2024,11:00,31,Stick1_Perceptual_VA,3.521520416,2.225236077,Perceptual,1.582537894,NA,NA,6670,14
32,Non binary,7/9/2024,11:00,31,Stick1_Adjusted_VA,2.291525676,2.225236077,Adjusted,1.029789917,NA,NA,6670,14
32,Non binary,7/9/2024,11:00,31,Stick2_Perceptual_VA,7.300623346,6.590143026,Perceptual,1.107809545,NA,NA,2250,14
32,Non binary,7/9/2024,11:00,31,Stick2_Adjusted_VA,7.347896956,6.590143026,Adjusted,1.114982926,NA,NA,2250,14
32,Non binary,7/9/2024,11:00,31,Stick3_Perceptual_VA,5.481355953,3.034911994,Perceptual,1.806100461,NA,NA,4890,14
32,Non binary,7/9/2024,11:00,31,Stick3_Adjusted_VA,3.392253927,3.034911994,Adjusted,1.117743754,NA,NA,4890,14
32,Non binary,7/9/2024,11:00,31,Stick4_Perceptual_VA,5.481355953,4.593263035,Perceptual,1.193346845,NA,NA,3230,14
32,Non binary,7/9/2024,11:00,31,Stick4_Adjusted_VA,5.055812321,4.593263035,Adjusted,1.100701676,NA,NA,3230,14
32,Non binary,7/9/2024,11:00,31,Lamp1a_Perceptual_VA,0.5517328726,0.3490994417,Perceptual,1.580446162,NA,NA,6670,40.64
32,Non binary,7/9/2024,11:00,31,Lamp1a_Adjusted_VA,0.4523327521,0.3490994417,Adjusted,1.295713193,NA,NA,6670,40.64
32,Non binary,7/9/2024,11:00,31,Lamp2a_Perceptual_VA,2.015754671,1.034860968,Perceptual,1.94785071,NA,NA,2250,40.64
32,Non binary,7/9/2024,11:00,31,Lamp2a_Adjusted_VA,1.145877395,1.034860968,Adjusted,1.107276659,NA,NA,2250,40.64
32,Non binary,7/9/2024,11:00,31,Lamp3a_Perceptual_VA,0.5517328726,0.4761732264,Perceptual,1.158681005,NA,NA,4890,40.64
32,Non binary,7/9/2024,11:00,31,Lamp3a_Adjusted_VA,0.5621427613,0.4761732264,Adjusted,1.180542563,NA,NA,4890,40.64
32,Non binary,7/9/2024,11:00,31,Lamp4a_Perceptual_VA,0.8275913151,0.7208884712,Perceptual,1.148015745,NA,NA,3230,40.64
32,Non binary,7/9/2024,11:00,31,Lamp4a_Adjusted_VA,0.6771240586,0.7208884712,Adjusted,0.9392910079,NA,NA,3230,40.64
33,Male,7/10/2024,10:29,24,MoonBall1_Perceptual_VA,1.23138428,0.5200076307,Perceptual,2.368011942,NA,NA,6060,55
33,Male,7/10/2024,10:29,24,MoonBall1_Adjusted_VA,0.3755508237,0.5200076307,Adjusted,0.7222025245,NA,NA,6060,55
33,Male,7/10/2024,10:29,24,MoonBall2_Perceptual_VA,1.838438161,1.514944365,Perceptual,1.2135351,NA,NA,2080,55
33,Male,7/10/2024,10:29,24,MoonBall2_Adjusted_VA,0.959804288,1.514944365,Adjusted,0.6335574494,NA,NA,2080,55
33,Male,7/10/2024,10:29,24,MoonBall3_Perceptual_VA,1.393843503,0.6676339443,Perceptual,2.087736124,NA,NA,4720,55
33,Male,7/10/2024,10:29,24,MoonBall3_Adjusted_VA,0.6901956385,0.6676339443,Adjusted,1.03379351,NA,NA,4720,55
33,Male,7/10/2024,10:29,24,MoonBall4_Perceptual_VA,1.624696813,0.9636677632,Perceptual,1.685951191,NA,NA,3270,55
33,Male,7/10/2024,10:29,24,MoonBall4_Adjusted_VA,0.8397399044,0.9636677632,Adjusted,0.8713998085,NA,NA,3270,55
34,Female,7/10/2024,11:04,19,MoonBall1_Perceptual_VA,0.5729530206,0.5200076307,Perceptual,1.101816563,NA,NA,6060,55
34,Female,7/10/2024,11:04,19,MoonBall1_Adjusted_VA,0.3125216589,0.5200076307,Adjusted,0.6009943709,NA,NA,6060,55
34,Female,7/10/2024,11:04,19,MoonBall2_Perceptual_VA,1.057738196,1.514944365,Perceptual,0.6982026666,NA,NA,2080,55
34,Female,7/10/2024,11:04,19,MoonBall2_Adjusted_VA,1.044349851,1.514944365,Adjusted,0.6893651507,NA,NA,2080,55
34,Female,7/10/2024,11:04,19,MoonBall3_Perceptual_VA,0.7161879186,0.6676339443,Perceptual,1.072725443,NA,NA,4720,55
34,Female,7/10/2024,11:04,19,MoonBall3_Adjusted_VA,0.4583637915,0.6676339443,Adjusted,0.6865495613,NA,NA,4720,55
34,Female,7/10/2024,11:04,19,MoonBall4_Perceptual_VA,0.8594205788,0.9636677632,Perceptual,0.8918224845,NA,NA,3270,55
34,Female,7/10/2024,11:04,19,MoonBall4_Adjusted_VA,0.6928707503,0.9636677632,Adjusted,0.7189933884,NA,NA,3270,55
35,Female,7/15/2024,11:48,22,MoonBall1_Perceptual_VA,0.7112488189,0.5200076307,Perceptual,1.367766119,NA,NA,6060,55
35,Female,7/15/2024,11:48,22,MoonBall1_Adjusted_VA,0.3370330253,0.5200076307,Adjusted,0.6481309223,NA,NA,6060,55
35,Female,7/15/2024,11:48,22,MoonBall2_Perceptual_VA,1.610103009,1.514944365,Perceptual,1.062813293,NA,NA,2080,55
35,Female,7/15/2024,11:48,22,MoonBall2_Adjusted_VA,1.068006907,1.514944365,Adjusted,0.7049809426,NA,NA,2080,55
35,Female,7/15/2024,11:48,22,MoonBall3_Perceptual_VA,0.770517836,0.6676339443,Perceptual,1.154102248,NA,NA,4720,55
35,Female,7/15/2024,11:48,22,MoonBall3_Adjusted_VA,0.5049764828,0.6676339443,Adjusted,0.7563672985,NA,NA,4720,55
35,Female,7/15/2024,11:48,22,MoonBall4_Perceptual_VA,1.205142653,0.9636677632,Perceptual,1.250578985,NA,NA,3270,55
35,Female,7/15/2024,11:48,22,MoonBall4_Adjusted_VA,0.6600400805,0.9636677632,Adjusted,0.6849249355,NA,NA,3270,55
36,Female,7/16/2024,10:41,29,MoonBall1_Perceptual_VA,0.5729530206,0.5200076307,Perceptual,1.101816563,NA,NA,6060,55
36,Female,7/16/2024,10:41,29,MoonBall1_Adjusted_VA,0.3777730018,0.5200076307,Adjusted,0.7264758814,NA,NA,6060,55
36,Female,7/16/2024,10:41,29,MoonBall2_Perceptual_VA,2.148339997,1.514944365,Perceptual,1.418098279,NA,NA,2080,55
36,Female,7/16/2024,10:41,29,MoonBall2_Adjusted_VA,1.105572697,1.514944365,Adjusted,0.7297777545,NA,NA,2080,55
36,Female,7/16/2024,10:41,29,MoonBall3_Perceptual_VA,0.7639324095,0.6676339443,Perceptual,1.14423842,NA,NA,4720,55
36,Female,7/16/2024,10:41,29,MoonBall3_Adjusted_VA,0.4655850328,0.6676339443,Adjusted,0.6973657298,NA,NA,4720,55
36,Female,7/16/2024,10:41,29,MoonBall4_Perceptual_VA,1.511884227,0.9636677632,Perceptual,1.568885341,NA,NA,3270,55
36,Female,7/16/2024,10:41,29,MoonBall4_Adjusted_VA,0.6875411037,0.9636677632,Adjusted,0.7134628032,NA,NA,3270,55
37,Male,7/16/2024,13:46,20,MoonBall1_Perceptual_VA,0.943673859,0.5200076307,Perceptual,1.814730791,NA,NA,6060,55
37,Male,7/16/2024,13:46,20,MoonBall1_Adjusted_VA,0.4381420612,0.5200076307,Adjusted,0.8425685226,NA,NA,6060,55
37,Male,7/16/2024,13:46,20,MoonBall2_Perceptual_VA,2.599530536,1.514944365,Perceptual,1.715924753,NA,NA,2080,55
37,Male,7/16/2024,13:46,20,MoonBall2_Adjusted_VA,1.242633085,1.514944365,Adjusted,0.8202499799,NA,NA,2080,55
37,Male,7/16/2024,13:46,20,MoonBall3_Perceptual_VA,1.174763062,0.6676339443,Perceptual,1.759591572,NA,NA,4720,55
37,Male,7/16/2024,13:46,20,MoonBall3_Adjusted_VA,0.5685794054,0.6676339443,Adjusted,0.8516334592,NA,NA,4720,55
37,Male,7/16/2024,13:46,20,MoonBall4_Perceptual_VA,1.569517319,0.9636677632,Perceptual,1.628691318,NA,NA,3270,55
37,Male,7/16/2024,13:46,20,MoonBall4_Adjusted_VA,0.726115012,0.9636677632,Adjusted,0.7534910264,NA,NA,3270,55
38,Male,7/18/2024,14:33,21,MoonBall1_Perceptual_VA,0.7691646666,0.5200076307,Perceptual,1.479141115,NA,NA,6060,55
38,Male,7/18/2024,14:33,21,MoonBall1_Adjusted_VA,0.4968983362,0.5200076307,Adjusted,0.9555597012,NA,NA,6060,55
38,Male,7/18/2024,14:33,21,MoonBall2_Perceptual_VA,1.687356474,1.514944365,Perceptual,1.113807551,NA,NA,2080,55
38,Male,7/18/2024,14:33,21,MoonBall2_Adjusted_VA,1.18206047,1.514944365,Adjusted,0.7802665872,NA,NA,2080,55
38,Male,7/18/2024,14:33,21,MoonBall3_Perceptual_VA,0.9575236181,0.6676339443,Perceptual,1.434204516,NA,NA,4720,55
38,Male,7/18/2024,14:33,21,MoonBall3_Adjusted_VA,0.5136828583,0.6676339443,Adjusted,0.7694079408,NA,NA,4720,55
38,Male,7/18/2024,14:33,21,MoonBall4_Perceptual_VA,1.279290968,0.9636677632,Perceptual,1.327522842,NA,NA,3270,55
38,Male,7/18/2024,14:33,21,MoonBall4_Adjusted_VA,0.7037818285,0.9636677632,Adjusted,0.7303158364,NA,NA,3270,55
39,Male,7/17/2024,10:53,21,MoonBall1_Perceptual_VA,2.134301817,0.5200076307,Perceptual,4.104366341,NA,NA,6060,55
39,Male,7/17/2024,10:53,21,MoonBall1_Adjusted_VA,0.6366132229,0.5200076307,Adjusted,1.224238233,NA,NA,6060,55
39,Male,7/17/2024,10:53,21,MoonBall2_Perceptual_VA,3.706081262,1.514944365,Perceptual,2.446348095,NA,NA,2080,55
39,Male,7/17/2024,10:53,21,MoonBall2_Adjusted_VA,1.330020869,1.514944365,Adjusted,0.8779338035,NA,NA,2080,55
39,Male,7/17/2024,10:53,21,MoonBall3_Perceptual_VA,2.134301817,0.6676339443,Perceptual,3.196814415,NA,NA,4720,55
39,Male,7/17/2024,10:53,21,MoonBall3_Adjusted_VA,0.5729530206,0.6676339443,Adjusted,0.8581843771,NA,NA,4720,55
39,Male,7/17/2024,10:53,21,MoonBall4_Perceptual_VA,3.032597801,0.9636677632,Perceptual,3.146932912,NA,NA,3270,55
39,Male,7/17/2024,10:53,21,MoonBall4_Adjusted_VA,0.9310359298,0.9636677632,Adjusted,0.96613788,NA,NA,3270,55
40,Male,7/18/2024,11:31,23,MoonBall1_Perceptual_VA,0.9197282897,0.5200076307,Perceptual,1.768682295,NA,NA,6060,55
40,Male,7/18/2024,11:31,23,MoonBall1_Adjusted_VA,0.4123692282,0.5200076307,Adjusted,0.7930061096,NA,NA,6060,55
40,Male,7/18/2024,11:31,23,MoonBall2_Perceptual_VA,2.035293909,1.514944365,Perceptual,1.343477659,NA,NA,2080,55
40,Male,7/18/2024,11:31,23,MoonBall2_Adjusted_VA,1.13018147,1.514944365,Adjusted,0.7460217653,NA,NA,2080,55
40,Male,7/18/2024,11:31,23,MoonBall3_Perceptual_VA,1.085571767,0.6676339443,Perceptual,1.625998463,NA,NA,4720,55
40,Male,7/18/2024,11:31,23,MoonBall3_Adjusted_VA,0.6707721964,0.6676339443,Adjusted,1.004700558,NA,NA,4720,55
40,Male,7/18/2024,11:31,23,MoonBall4_Perceptual_VA,1.432319891,0.9636677632,Perceptual,1.486321267,NA,NA,3270,55
40,Male,7/18/2024,11:31,23,MoonBall4_Adjusted_VA,0.7980354558,0.9636677632,Adjusted,0.8281230173,NA,NA,3270,55
41,Female,7/18/2024,15:18,20,MoonBall1_Perceptual_VA,0.7432861747,0.5200076307,Perceptual,1.429375515,NA,NA,6060,55
41,Female,7/18/2024,15:18,20,MoonBall1_Adjusted_VA,0.4319199847,0.5200076307,Adjusted,0.8306031666,NA,NA,6060,55
41,Female,7/18/2024,15:18,20,MoonBall2_Perceptual_VA,1.664557589,1.514944365,Perceptual,1.09875823,NA,NA,2080,55
41,Female,7/18/2024,15:18,20,MoonBall2_Adjusted_VA,1.136561932,1.514944365,Adjusted,0.7502334465,NA,NA,2080,55
41,Female,7/18/2024,15:18,20,MoonBall3_Perceptual_VA,0.9445846999,0.6676339443,Perceptual,1.414824258,NA,NA,4720,55
41,Female,7/18/2024,15:18,20,MoonBall3_Adjusted_VA,0.6080311375,0.6676339443,Adjusted,0.91072532,NA,NA,4720,55
41,Female,7/18/2024,15:18,20,MoonBall4_Perceptual_VA,1.471027043,0.9636677632,Perceptual,1.526487757,NA,NA,3270,55
41,Female,7/18/2024,15:18,20,MoonBall4_Adjusted_VA,0.7914111339,0.9636677632,Adjusted,0.821248945,NA,NA,3270,55
42,Male,7/19/2024,13:50,18,MoonBall1_Perceptual_VA,0.9445846999,0.5200076307,Perceptual,1.816482382,NA,NA,6060,55
42,Male,7/19/2024,13:50,18,MoonBall1_Adjusted_VA,0.6933186197,0.5200076307,Adjusted,1.333285473,NA,NA,6060,55
42,Male,7/19/2024,13:50,18,MoonBall2_Perceptual_VA,1.471027043,1.514944365,Perceptual,0.9710106036,NA,NA,2080,55
42,Male,7/19/2024,13:50,18,MoonBall2_Adjusted_VA,1.31882575,1.514944365,Adjusted,0.8705440146,NA,NA,2080,55
42,Male,7/19/2024,13:50,18,MoonBall3_Perceptual_VA,1.114909718,0.6676339443,Perceptual,1.669941631,NA,NA,4720,55
42,Male,7/19/2024,13:50,18,MoonBall3_Adjusted_VA,0.7093672564,0.6676339443,Adjusted,1.062509273,NA,NA,4720,55
42,Male,7/19/2024,13:50,18,MoonBall4_Perceptual_VA,1.26200466,0.9636677632,Perceptual,1.309584805,NA,NA,3270,55
42,Male,7/19/2024,13:50,18,MoonBall4_Adjusted_VA,0.8196920618,0.9636677632,Adjusted,0.8505961215,NA,NA,3270,55
43,Female,7/19/2024,14:34,22,MoonBall1_Perceptual_VA,0.8912497099,0.5200076307,Perceptual,1.713916599,NA,NA,6060,55
43,Female,7/19/2024,14:34,22,MoonBall1_Adjusted_VA,0.3618668783,0.5200076307,Adjusted,0.695887631,NA,NA,6060,55
43,Female,7/19/2024,14:34,22,MoonBall2_Perceptual_VA,1.955142418,1.514944365,Perceptual,1.290570441,NA,NA,2080,55
43,Female,7/19/2024,14:34,22,MoonBall2_Adjusted_VA,1.350678528,1.514944365,Adjusted,0.8915697232,NA,NA,2080,55
43,Female,7/19/2024,14:34,22,MoonBall3_Perceptual_VA,1.309560805,0.6676339443,Perceptual,1.961495241,NA,NA,4720,55
43,Female,7/19/2024,14:34,22,MoonBall3_Adjusted_VA,0.5958707362,0.6676339443,Adjusted,0.8925111452,NA,NA,4720,55
43,Female,7/19/2024,14:34,22,MoonBall4_Perceptual_VA,1.727836999,0.9636677632,Perceptual,1.792979972,NA,NA,3270,55
43,Female,7/19/2024,14:34,22,MoonBall4_Adjusted_VA,0.7880558418,0.9636677632,Adjusted,0.8177671516,NA,NA,3270,55
44,Female,7/19/2024,15:11,22,MoonBall1_Perceptual_VA,0.6771240586,0.5200076307,Perceptual,1.302142543,NA,NA,6060,55
44,Female,7/19/2024,15:11,22,MoonBall1_Adjusted_VA,0.5788596528,0.5200076307,Adjusted,1.113175305,NA,NA,6060,55
44,Female,7/19/2024,15:11,22,MoonBall2_Perceptual_VA,1.414960213,1.514944365,Perceptual,0.9340014364,NA,NA,2080,55
44,Female,7/19/2024,15:11,22,MoonBall2_Adjusted_VA,1.145877395,1.514944365,Adjusted,0.7563824927,NA,NA,2080,55
44,Female,7/19/2024,15:11,22,MoonBall3_Perceptual_VA,0.6250386687,0.6676339443,Perceptual,0.9361996557,NA,NA,4720,55
44,Female,7/19/2024,15:11,22,MoonBall3_Adjusted_VA,0.6591477157,0.6676339443,Adjusted,0.9872890996,NA,NA,4720,55
44,Female,7/19/2024,15:11,22,MoonBall4_Perceptual_VA,0.8333784636,0.9636677632,Perceptual,0.8647985285,NA,NA,3270,55
44,Female,7/19/2024,15:11,22,MoonBall4_Adjusted_VA,0.8871427329,0.9636677632,Adjusted,0.9205898202,NA,NA,3270,55
45,Male,7/25/2024,11:28,19,Lamp1a_Perceptual_VA,0.9708219252,0.3490994417,Perceptual,2.780932334,NA,NA,6670,40.64
45,Male,7/25/2024,11:28,19,Lamp1a_Adjusted_VA,0.5247614151,0.3490994417,Adjusted,1.503186062,NA,NA,6670,40.64
45,Male,7/25/2024,11:28,19,Lamp2a_Perceptual_VA,2.625596994,1.034860968,Perceptual,2.537149507,NA,NA,2250,40.64
45,Male,7/25/2024,11:28,19,Lamp2a_Adjusted_VA,1.31882575,1.034860968,Adjusted,1.274398968,NA,NA,2250,40.64
45,Male,7/25/2024,11:28,19,Lamp3a_Perceptual_VA,1.297057391,0.4761732264,Perceptual,2.723919194,NA,NA,4890,40.64
45,Male,7/25/2024,11:28,19,Lamp3a_Adjusted_VA,0.4965603144,0.4761732264,Adjusted,1.042814436,NA,NA,4890,40.64
45,Male,7/25/2024,11:28,19,Lamp4a_Perceptual_VA,1.710788522,0.7208884712,Perceptual,2.373166711,NA,NA,3230,40.64
45,Male,7/25/2024,11:28,19,Lamp4a_Adjusted_VA,0.770517836,0.7208884712,Adjusted,1.06884472,NA,NA,3230,40.64
45,Male,7/25/2024,11:28,19,MoonBall1_Perceptual_VA,0.9708219252,0.5200076307,Perceptual,1.866937845,NA,NA,6060,55
45,Male,7/25/2024,11:28,19,MoonBall1_Adjusted_VA,0.5322223713,0.5200076307,Adjusted,1.023489541,NA,NA,6060,55
45,Male,7/25/2024,11:28,19,MoonBall2_Perceptual_VA,1.941504509,1.514944365,Perceptual,1.28156819,NA,NA,2080,55
45,Male,7/25/2024,11:28,19,MoonBall2_Adjusted_VA,1.48650981,1.514944365,Adjusted,0.9812306272,NA,NA,2080,55
45,Male,7/25/2024,11:28,19,MoonBall3_Perceptual_VA,0.9708219252,0.6676339443,Perceptual,1.454123077,NA,NA,4720,55
45,Male,7/25/2024,11:28,19,MoonBall3_Adjusted_VA,0.6130354139,0.6676339443,Adjusted,0.9182208592,NA,NA,4720,55
45,Male,7/25/2024,11:28,19,MoonBall4_Perceptual_VA,1.511884227,0.9636677632,Perceptual,1.568885341,NA,NA,3270,55
45,Male,7/25/2024,11:28,19,MoonBall4_Adjusted_VA,0.8209404079,0.9636677632,Adjusted,0.8518915327,NA,NA,3270,55
46,Male,7/25/2024,13:45,41,Lamp1a_Perceptual_VA,0.9445846999,0.3490994417,Perceptual,2.705775453,NA,NA,6670,40.64
46,Male,7/25/2024,13:45,41,Lamp1a_Adjusted_VA,0.7326245755,0.3490994417,Adjusted,2.098612854,NA,NA,6670,40.64
46,Male,7/25/2024,13:45,41,Lamp2a_Perceptual_VA,1.889041052,1.034860968,Perceptual,1.825405645,NA,NA,2250,40.64
46,Male,7/25/2024,13:45,41,Lamp2a_Adjusted_VA,1.517475181,1.034860968,Adjusted,1.466356571,NA,NA,2250,40.64
46,Male,7/25/2024,13:45,41,Lamp3a_Perceptual_VA,1.114909718,0.4761732264,Perceptual,2.341395223,NA,NA,4890,40.64
46,Male,7/25/2024,13:45,41,Lamp3a_Adjusted_VA,0.689663093,0.4761732264,Adjusted,1.448344961,NA,NA,4890,40.64
46,Male,7/25/2024,13:45,41,Lamp4a_Perceptual_VA,1.664557589,0.7208884712,Perceptual,2.309036217,NA,NA,3230,40.64
46,Male,7/25/2024,13:45,41,Lamp4a_Adjusted_VA,0.9322497432,0.7208884712,Adjusted,1.293195523,NA,NA,3230,40.64
46,Male,7/25/2024,13:45,41,MoonBall1_Perceptual_VA,1.114909718,0.5200076307,Perceptual,2.144025687,NA,NA,6060,55
46,Male,7/25/2024,13:45,41,MoonBall1_Adjusted_VA,0.6982836696,0.5200076307,Adjusted,1.342833505,NA,NA,6060,55
46,Male,7/25/2024,13:45,41,MoonBall2_Perceptual_VA,2.090289812,1.514944365,Perceptual,1.379779918,NA,NA,2080,55
46,Male,7/25/2024,13:45,41,MoonBall2_Adjusted_VA,1.341498429,1.514944365,Adjusted,0.8855100288,NA,NA,2080,55
46,Male,7/25/2024,13:45,41,MoonBall3_Perceptual_VA,1.26200466,0.6676339443,Perceptual,1.890264374,NA,NA,4720,55
46,Male,7/25/2024,13:45,41,MoonBall3_Adjusted_VA,0.653365844,0.6676339443,Adjusted,0.9786288574,NA,NA,4720,55
46,Male,7/25/2024,13:45,41,MoonBall4_Perceptual_VA,1.471027043,0.9636677632,Perceptual,1.526487757,NA,NA,3270,55
46,Male,7/25/2024,13:45,41,MoonBall4_Adjusted_VA,0.8773244817,0.9636677632,Adjusted,0.9104014009,NA,NA,3270,55
47,Male,7/26/2024,14:42,33,Lamp1a_Perceptual_VA,1.84495889,0.3490994417,Perceptual,5.284909312,NA,NA,6670,40.64
47,Male,7/26/2024,14:42,33,Lamp2a_Perceptual_VA,2.369182741,1.034860968,Perceptual,2.289372983,NA,NA,2250,40.64
47,Male,7/26/2024,14:42,33,Lamp3a_Perceptual_VA,1.84495889,0.4761732264,Perceptual,3.874554023,NA,NA,4890,40.64
47,Male,7/26/2024,14:42,33,Lamp4a_Perceptual_VA,1.582816629,0.7208884712,Perceptual,2.195647027,NA,NA,3230,40.64
47,Male,7/26/2024,14:42,33,MoonBall1_Perceptual_VA,1.398336054,0.5200076307,Perceptual,2.689068336,NA,NA,6060,55
47,Male,7/26/2024,14:42,33,MoonBall1_Adjusted_VA,0.7374602482,0.5200076307,Adjusted,1.418171974,NA,NA,6060,55
47,Male,7/26/2024,14:42,33,MoonBall2_Perceptual_VA,2.369182741,1.514944365,Perceptual,1.56387442,NA,NA,2080,55
47,Male,7/26/2024,14:42,33,MoonBall2_Adjusted_VA,1.45618934,1.514944365,Adjusted,0.9612163811,NA,NA,2080,55
47,Male,7/26/2024,14:42,33,MoonBall3_Perceptual_VA,1.582816629,0.6676339443,Perceptual,2.370785132,NA,NA,4720,55
47,Male,7/26/2024,14:42,33,MoonBall3_Adjusted_VA,0.9593487781,0.6676339443,Adjusted,1.43693829,NA,NA,4720,55
47,Male,7/26/2024,14:42,33,MoonBall4_Perceptual_VA,1.84495889,0.9636677632,Perceptual,1.914517597,NA,NA,3270,55
47,Male,7/26/2024,14:42,33,MoonBall4_Adjusted_VA,1.588553936,0.9636677632,Adjusted,1.648445654,NA,NA,3270,55
48,Female,7/26/2024,15:10,18,Lamp1a_Perceptual_VA,0.9821893099,0.3490994417,Perceptual,2.813494359,NA,NA,6670,40.64
48,Female,7/26/2024,15:10,18,Lamp1a_Adjusted_VA,0.4965603144,0.3490994417,Adjusted,1.422403634,NA,NA,6670,40.64
48,Female,7/26/2024,15:10,18,Lamp2a_Perceptual_VA,2.496064123,1.034860968,Perceptual,2.41198016,NA,NA,2250,40.64
48,Female,7/26/2024,15:10,18,Lamp2a_Adjusted_VA,1.403676388,1.034860968,Adjusted,1.356391275,NA,NA,2250,40.64
48,Female,7/26/2024,15:10,18,Lamp3a_Perceptual_VA,1.002650554,0.4761732264,Perceptual,2.105642438,NA,NA,4890,40.64
48,Female,7/26/2024,15:10,18,Lamp3a_Adjusted_VA,0.7718485693,0.4761732264,Adjusted,1.620940713,NA,NA,4890,40.64
48,Female,7/26/2024,15:10,18,Lamp4a_Perceptual_VA,1.47323887,0.7208884712,Perceptual,2.043643266,NA,NA,3230,40.64
48,Female,7/26/2024,15:10,18,Lamp4a_Adjusted_VA,0.8677641505,0.7208884712,Adjusted,1.203742583,NA,NA,3230,40.64
48,Female,7/26/2024,15:10,18,MoonBall1_Perceptual_VA,0.9821893099,0.5200076307,Perceptual,1.888797879,NA,NA,6060,55
48,Female,7/26/2024,15:10,18,MoonBall1_Adjusted_VA,0.5384383027,0.5200076307,Adjusted,1.03544308,NA,NA,6060,55
48,Female,7/26/2024,15:10,18,MoonBall2_Perceptual_VA,2.761940129,1.514944365,Perceptual,1.823129741,NA,NA,2080,55
48,Female,7/26/2024,15:10,18,MoonBall2_Adjusted_VA,1.369443679,1.514944365,Adjusted,0.9039564159,NA,NA,2080,55
48,Female,7/26/2024,15:10,18,MoonBall3_Perceptual_VA,1.248180116,0.6676339443,Perceptual,1.869557603,NA,NA,4720,55
48,Female,7/26/2024,15:10,18,MoonBall3_Adjusted_VA,0.5204122361,0.6676339443,Adjusted,0.7794873831,NA,NA,4720,55
48,Female,7/26/2024,15:10,18,MoonBall4_Perceptual_VA,1.943777497,0.9636677632,Perceptual,2.017061867,NA,NA,3270,55
48,Female,7/26/2024,15:10,18,MoonBall4_Adjusted_VA,0.7510935802,0.9636677632,Adjusted,0.7794113374,NA,NA,3270,55
49,Female,7/30/2024,11:38,22,Lamp1a_Perceptual_VA,1.212839393,0.3490994417,Perceptual,3.474194595,NA,NA,6670,40.64
49,Female,7/30/2024,11:38,22,Lamp1a_Adjusted_VA,0.3997363752,0.3490994417,Adjusted,1.14505017,NA,NA,6670,40.64
49,Female,7/30/2024,11:38,22,Lamp2a_Perceptual_VA,2.827010255,1.034860968,Perceptual,2.731777836,NA,NA,2250,40.64
49,Female,7/30/2024,11:38,22,Lamp2a_Adjusted_VA,1.207479263,1.034860968,Adjusted,1.166803368,NA,NA,2250,40.64
49,Female,7/30/2024,11:38,22,Lamp3a_Perceptual_VA,1.413720234,0.4761732264,Perceptual,2.968920039,NA,NA,4890,40.64
49,Female,7/30/2024,11:38,22,Lamp3a_Adjusted_VA,0.5007330372,0.4761732264,Adjusted,1.051577471,NA,NA,4890,40.64
49,Female,7/30/2024,11:38,22,Lamp4a_Perceptual_VA,2.455157664,0.7208884712,Perceptual,3.405738561,NA,NA,3230,40.64
49,Female,7/30/2024,11:38,22,Lamp4a_Adjusted_VA,0.7574585954,0.7208884712,Adjusted,1.05072924,NA,NA,3230,40.64
49,Female,7/30/2024,11:38,22,MoonBall1_Perceptual_VA,1.413720234,0.5200076307,Perceptual,2.718652862,NA,NA,6060,55
