Study,Task,modelName,FitName,FormulaStr,DistanceMode,DistanceGroupVariable,Intercept,IciL,IciU,Ip,VAe,VAciL,VAciU,VAp,De,DciL,DciU,Dp,Ee,EciL,EciU,Ep,AIC,BIC,LogLikelihood,Dmoon_m,DmoonMean_m,DmoonMedian_m,DmoonMin_m,DmoonMax_m,DmoonSD_m,DmoonNGroups,Dmoon_log2_m,MaxQuadDistance_m,DmoonLowerBound_m,MinimumDistanceFactor,StartDmoon_m,StartDmoonMedian_m,NegLogLikelihoodObjective,OptimizerExitFlag,OptimizerIterations,OptimizerFuncCount,PredictionColumn,Iteration,TransformID,TransformLabel
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I28,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.12854324580099,0.989965873732838,1.26712061786914,4.69351296663762e-51,-0.139022024046564,-0.163909880652094,-0.114134167441035,2.11136251585479e-26,0.0331666189022888,0.0244757574341004,0.0418574803704772,1.59023748877569e-13,-0.183678612262817,-0.22080210921085,-0.146555115314784,2.62148717948402e-21,1355.25960030572,1384.37305572004,-671.629800152862,1787707595.3836,1787707595.3836,466285042.757175,1601889.31243645,8693664755.03585,2776619013.89602,10,30.735463636823,151.907293145392,1519.07293145392,10,372983600,374688500,671.629800152862,0,25,40,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,28,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I29,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.18111137170567,1.04715680616839,1.31506593724294,1.93674697014957e-58,-0.127455806930182,-0.154451245054371,-0.100460368805992,1.28807314417241e-19,0.0293028774532808,0.0210532025105793,0.0375525523959824,5.93415651257615e-12,-0.194405648294932,-0.232269689627923,-0.156541606961941,9.61086004600661e-23,1431.69149736017,1460.78589505597,-709.845748680083,1091412739.51078,1091412739.51078,363519795.616393,7823978.30739215,4498454675.99826,1523678780.54049,12,30.0235496427598,151.907293145392,1519.07293145392,10,375146416.666667,376841000,709.845748680083,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,29,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I30,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.09191853119681,0.968803934598524,1.21503312779509,5.53070141119797e-59,-0.132134121824032,-0.157292485316915,-0.10697575833115,1.14479453983193e-23,0.0325428378852505,0.0249215666175123,0.0401641091529887,1.93060445948643e-16,-0.160390711385655,-0.196790398157978,-0.123991024613333,2.26505710785189e-17,1301.06422680428,1330.12672649831,-644.532113402139,1860054647.64814,1860054647.64814,429597066.88372,1465492.81678011,7241039340.93711,2637885202.22488,11,30.7926978617351,151.907293145392,1519.07293145392,10,371598000,370233000,644.532113402139,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,30,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I31,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.16571011800089,1.03567265401203,1.29574758198975,3.02351067767982e-60,-0.118693147596221,-0.144403093564381,-0.0929832016280602,7.18312080176389e-19,0.0344945866661765,0.0263529524802134,0.0426362208521396,3.13589195402252e-16,-0.199709681573085,-0.236784382234087,-0.162634980912082,8.83583785983917e-25,1412.47642181454,1441.69050851854,-700.23821090727,1009628494.67353,1009628494.67353,1033003617.42374,571164.86288529,2228475181.69497,801227914.09975,11,29.911177387074,151.907293145392,1519.07293145392,10,375563000,374538000,700.23821090727,0,25,41,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,31,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I32,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.18379933944784,1.05195844702641,1.31564023186926,2.06377094173445e-60,-0.130396438432317,-0.155311463485436,-0.105481413379199,1.5068137857311e-23,0.0305758747717857,0.0225562949127138,0.0385954546308577,1.6530702399866e-13,-0.198182700246183,-0.235163775136873,-0.161201625355493,1.48209103445213e-24,1403.46677606238,1432.68086276638,-695.733388031191,1061228698.96888,1061228698.96888,766764984.004642,721191.334661346,3267580065.10259,1081034957.17711,11,29.9830884502142,151.907293145392,1519.07293145392,10,375201727.272727,379144000,695.733388031191,0,25,41,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,32,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I33,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.23417060189901,1.10680963773091,1.36153156606711,1.47188387000142e-68,-0.122697547267391,-0.14848220994918,-0.0969128845856027,6.76002043816526e-20,0.0309928327789605,0.023755963428582,0.0382297021293391,1.55988824689438e-16,-0.210056061352702,-0.248276878489076,-0.171835244216327,1.15945123314393e-25,1425.32273656997,1454.47412677871,-706.661368284983,711091762.401052,711091762.401052,367715985.476734,6476506.4043442,2585298268.17868,706789674.782494,13,29.405460502655,151.907293145392,1519.07293145392,10,374768461.538462,374538000,706.661368284983,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,33,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I34,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.10389287870899,0.971855792852834,1.23592996456515,1.87708162895455e-53,-0.126387022453256,-0.152476152858861,-0.100297892047652,1.55118306526189e-20,0.0295516999601484,0.0214146529027334,0.0376887470175633,2.0254157748724e-12,-0.181204212875959,-0.219462733357947,-0.142945692393972,9.81721853574872e-20,1431.82418265502,1460.98816468371,-709.912091327511,732948623.388992,732948623.388992,443284083.934122,6299091.34835613,2546456587.91172,712119599.89097,13,29.449136834157,151.907293145392,1519.07293145392,10,374768461.538462,374538000,709.912091327511,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,34,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I35,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.0999070368772,0.968625067055386,1.23118900669902,1.2535889132188e-53,-0.125695628878872,-0.151518419877953,-0.0998728378797913,1.04583506755777e-20,0.0344407570677273,0.0264731962964216,0.042408317839033,8.36204816984198e-17,-0.17470254959722,-0.21189312441864,-0.137511974775799,1.8981308656279e-19,1384.01377575907,1413.15886013435,-686.006887879537,1406502397.18844,1406502397.18844,538618452.58194,2817373.47928628,10695378751.1376,2948587089.17102,12,30.3894648655148,151.907293145392,1519.07293145392,10,372297500,372385500,686.006887879537,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,35,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I36,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.25254381106148,1.12605208924035,1.3790355328826,4.61099487063417e-71,-0.114110243596679,-0.139670106768382,-0.0885503804249762,8.76649263580501e-18,0.0308696373061705,0.023610349987051,0.0381289246252899,2.49207322908797e-16,-0.212043353027096,-0.250020880386151,-0.174065825668041,2.1732514508284e-26,1399.60660551055,1428.75799571929,-693.803302755273,962776308.383743,962776308.383743,393607025.670456,21229269.0196764,3555664139.02708,1150842697.53921,13,29.8426254000827,151.907293145392,1519.07293145392,10,374768461.538462,374538000,693.803302755273,0,25,43,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,36,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I37,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.12996041643203,1.00068822589139,1.25923260697268,1.09743748932225e-57,-0.136037073043553,-0.161728656240467,-0.110345489846639,4.93556926945347e-24,0.0329310718595671,0.0249375870846522,0.0409245566344821,1.8797959419151e-15,-0.169417270314911,-0.206519129956159,-0.132315410673662,1.66093184781856e-18,1403.22396835515,1432.40678870387,-695.611984177577,2396551715.23136,2396551715.23136,625670164.023424,419470.890348946,15631212438.1572,4616125896.35849,11,31.1583129262205,151.907293145392,1519.07293145392,10,371598000,370233000,695.611984177577,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,37,2,absElevation
