DmoonGroup,Dmoon_m,StartDmoon_m,DmoonLowerBound_m,Dmoon_km,Dmoon_log2_m,Iteration,TransformID,TransformLabel
08/20/2024,424307828.82923,360805000,1519.07293145392,424307.82882923,28.6605360568859,4,2,absElevation
10/16/2024,236190001.942718,357488000,1519.07293145392,236190.001942718,27.8153726550239,4,2,absElevation
10/17/2024,8976644.34006407,357252000,1519.07293145392,8976.64434006407,23.0977448050806,4,2,absElevation
11/15/2024,96315745.9556647,361929000,1519.07293145392,96315.7459556647,26.5212683372041,4,2,absElevation
01/12/2025,67612273.9212934,379144000,1519.07293145392,67612.2739212934,26.0107818325833,4,2,absElevation
01/13/2025,6738569937.24482,381133000,1519.07293145392,6738569.93724482,32.6497953083978,4,2,absElevation
05/13/2025,174472953.649175,404420000,1519.07293145392,174472.953649175,27.3784281699727,4,2,absElevation
08/07/2025,763626876.702003,386624000,1519.07293145392,763626.876702003,29.5082926399999,4,2,absElevation
08/09/2025,1756492925.20084,379992000,1519.07293145392,1756492.92520084,30.7100506196737,4,2,absElevation
05/22/2024,5689347852.97285,395236000,1519.07293145392,5689347.85297285,32.405616145674,5,2,absElevation
07/21/2024,1493672569.42968,370233000,1519.07293145392,1493672.56942968,30.4762167810745,5,2,absElevation
08/19/2024,185515527.771084,363196000,1519.07293145392,185515.527771084,27.466964705518,5,2,absElevation
08/20/2024,636837924.785159,360805000,1519.07293145392,636837.924785159,29.2463510124903,5,2,absElevation
10/16/2024,106141046.156233,357488000,1519.07293145392,106141.046156233,26.6614074326424,5,2,absElevation
10/17/2024,168869336.284671,357252000,1519.07293145392,168869.336284671,27.3313321428554,5,2,absElevation
11/15/2024,267013173.867092,361929000,1519.07293145392,267013.173867092,27.9923356822996,5,2,absElevation
01/12/2025,12648413.3593792,379144000,1519.07293145392,12648.4133593792,23.5924530861177,5,2,absElevation
01/13/2025,1672467139.6538,381133000,1519.07293145392,1672467.1396538,30.6393307193079,5,2,absElevation
05/13/2025,2689212250.48645,404420000,1519.07293145392,2689212.25048645,31.3245364807626,5,2,absElevation
08/07/2025,497564926.878853,386624000,1519.07293145392,497564.926878854,28.8903095532465,5,2,absElevation
08/09/2025,69533056.2414428,379992000,1519.07293145392,69533.0562414428,26.0511956670519,5,2,absElevation
05/22/2024,171021815.534391,395236000,1519.07293145392,171021.815534391,27.3496051260571,6,2,absElevation
07/20/2024,150641305.907658,374538000,1519.07293145392,150641.305907658,27.1665421709237,6,2,absElevation
07/21/2024,1065829792.43233,370233000,1519.07293145392,1065829.79243233,29.9893299194568,6,2,absElevation
08/20/2024,291756808.213168,360805000,1519.07293145392,291756.808213168,28.1201910810496,6,2,absElevation
08/19/2024,3708945911.60396,363196000,1519.07293145392,3708945.91160396,31.7883620828329,6,2,absElevation
10/16/2024,584155102.793239,357488000,1519.07293145392,584155.102793239,29.1217762383433,6,2,absElevation
10/17/2024,416274906.446112,357252000,1519.07293145392,416274.906446112,28.6329613527995,6,2,absElevation
11/15/2024,29274855.1055984,361929000,1519.07293145392,29274.8551055984,24.8031586944102,6,2,absElevation
01/12/2025,319335360.389506,379144000,1519.07293145392,319335.360389506,28.2504970722138,6,2,absElevation
01/13/2025,3143130563.0723,381133000,1519.07293145392,3143130.5630723,31.5495550557394,6,2,absElevation
05/13/2025,1004685113.23637,404420000,1519.07293145392,1004685.11323637,29.9040962591162,6,2,absElevation
08/07/2025,64904981.5390199,386624000,1519.07293145392,64904.9815390199,25.9518258753456,6,2,absElevation
08/09/2025,133694151.914562,379992000,1519.07293145392,133694.151914562,26.9943611191571,6,2,absElevation
05/22/2024,2266417471.5312,395236000,1519.07293145392,2266417.4715312,31.0777664824149,7,2,absElevation
07/20/2024,227637434.579525,374538000,1519.07293145392,227637.434579525,27.7621625849391,7,2,absElevation
07/21/2024,352208445.731548,370233000,1519.07293145392,352208.445731548,28.3918542635801,7,2,absElevation
08/20/2024,1030369632.42213,360805000,1519.07293145392,1030369.63242213,29.940514833336,7,2,absElevation
