ID,Real_Visual_Angle,Distance,Elevation,Task,Reported_Visual_Angle,Ratio_Visual_Angle,Study
5032,0.522543965315936,381133000,24,Perceptual,0.703781828483644,1.34683753941762,MoonStudy
5034,0.522543965315936,381133000,12,Perceptual,0.964958740389652,1.8466556011344,MoonStudy
5034,0.522543965315936,381133000,23,Perceptual,0.689663093023205,1.31981830965405,MoonStudy
5033,0.522543965315936,381133000,13,Perceptual,0.863827697283068,1.65311965044087,MoonStudy
5033,0.522543965315936,381133000,26,Perceptual,0.80667815502526,1.54375173874132,MoonStudy
5035,0.522543965315936,381133000,14,Perceptual,1.33068086928785,2.5465433678548,MoonStudy
5035,0.522543965315936,381133000,26,Perceptual,1.32131858322326,2.52862662460253,MoonStudy
5036,0.522543965315936,381133000,14,Perceptual,1.88651899391201,3.61025888562583,MoonStudy
5036,0.522543965315936,381133000,25,Perceptual,1.6499234413323,3.15748252940733,MoonStudy
5037,0.522543965315936,381133000,14,Perceptual,0.723726539416115,1.3850060233277,MoonStudy
5037,0.522543965315936,381133000,27,Perceptual,0.736649874695022,1.40973759834665,MoonStudy
5038,0.522543965315936,381133000,16,Perceptual,1.36366987990534,2.60967491813029,MoonStudy
5038,0.522543965315936,381133000,32,Perceptual,1.1591785524569,2.21833688531077,MoonStudy
5039,0.522543965315936,381133000,16,Perceptual,2.45515766426909,4.69847099427255,MoonStudy
5039,0.522543965315936,381133000,27,Perceptual,2.22586176752789,4.25966409578974,MoonStudy
5040,0.522543965315936,381133000,17,Perceptual,1.99726527170659,3.82219565103775,MoonStudy
5040,0.522543965315936,381133000,31,Perceptual,1.34418547878036,2.57238733580561,MoonStudy
1034,0.492455624179242,404420000,5,Perceptual,2.26766188131707,4.60480451430827,MoonStudy
1034,0.492455624179242,404420000,17,Perceptual,1.7619766110455,3.57793986814979,MoonStudy
5050,0.492455624179242,404420000,7,Perceptual,1.69791428859007,3.44785236521549,MoonStudy
5050,0.492455624179242,404420000,17,Perceptual,1.75570101100875,3.5651963848213,MoonStudy
5051,0.492455624179242,404420000,8,Perceptual,1.19484303828785,2.42629585209683,MoonStudy
5051,0.492455624179242,404420000,19,Perceptual,1.18471797443858,2.4057354942653,MoonStudy
6006,0.515122672326233,386624000,3,Perceptual,1.18966579954486,2.30948056347912,MoonStudy
6006,0.515122672326233,386624000,12,Perceptual,1.4437164606437,2.80266534207094,MoonStudy
6006,0.515122672326233,386624000,16,Perceptual,1.4437164606437,2.80266534207094,MoonStudy
6041,0.515122672326233,386624000,4,Perceptual,0.912152348356786,1.77074781864602,MoonStudy
