"ID","Session","Task","Altitude","Disparity_VA","Reported_Visual_Angle","Real_Visual_Angle","Ratio_Visual_Angle","Distance","Date"
"1078","Lower","Adjusted",22,NA,1.10344016569742,0.5423,2.03474122385657,181518.8318,"Oct 17"
"1078","Higher","Perceptual",44,7.11325296032855,0.729634352133488,0.5423,1.3454441308012,181518.8318,"Oct 17"
"1078","Higher","Adjusted",44,7.11325296032855,1.05773819557891,0.5423,1.95046689208723,181518.8318,"Oct 17"
"1079","Lower","Perceptual",22,NA,1.09903628470716,0.5423,2.02662047705543,181518.8318,"Oct 17"
"1079","Lower","Adjusted",22,NA,1.01107575296194,0.5423,1.86442145115607,181518.8318,"Oct 17"
"1079","Higher","Perceptual",43,5.15931414810125,0.670772196376542,0.5423,1.23690244583541,181518.8318,"Oct 17"
"1079","Higher","Adjusted",43,5.15931414810125,1.10344016569742,0.5423,2.03474122385657,181518.8318,"Oct 17"
"1080","Lower","Perceptual",23,NA,1.28725434122201,0.5423,2.3736941567804,181518.8318,"Oct 17"
"1080","Lower","Adjusted",23,NA,0.906486324694338,0.5423,1.67155877686583,181518.8318,"Oct 17"
"1080","Higher","Perceptual",43,5.63243843051458,0.75115798905909,0.5423,1.38513366966456,181518.8318,"Oct 17"
"1080","Higher","Adjusted",43,5.63243843051458,1.14587739536697,0.5423,2.11299538146224,181518.8318,"Oct 17"
"54","Lower","Perceptual",23,NA,0.81245238826416,0.5423,1.49816040616662,181518.8318,"Oct 17"
"54","Lower","Adjusted",23,NA,1.14112303235912,0.5423,2.1042283465962,181518.8318,"Oct 17"
"54","Higher","Perceptual",44,2.84691061557146,0.964126918680438,0.5423,1.77784790462924,181518.8318,"Oct 17"
"54","Higher","Adjusted",44,2.84691061557146,1.1118436019162,0.5423,2.05023714164889,181518.8318,"Oct 17"
"1082","Lower","Perceptual",24,NA,1.17275112953019,0.5423,2.16255048779309,181518.8318,"Oct 17"
"1082","Lower","Adjusted",24,NA,1.20354323429684,0.5423,2.21933106084609,181518.8318,"Oct 17"
"1082","Higher","Perceptual",45,6.40329225441796,0.838042729434726,0.5423,1.54534893865891,181518.8318,"Oct 17"
"1082","Higher","Adjusted",45,6.40329225441796,1.33684087120779,0.5423,2.46513160834923,181518.8318,"Oct 17"
"32131","Lower","Perceptual",4,NA,1.51188422710866,0.4761,3.17556023337253,209084.4666,"Nov 15th"
"32131","Lower","Adjusted",4,NA,0.950844305128317,0.4761,1.99715249974442,209084.4666,"Nov 15th"
"32131","Higher","Perceptual",23,7.36356561087901,0.677124058646317,0.4761,1.4222307469992,209084.4666,"Nov 15th"
"32131","Higher","Adjusted",23,7.36356561087901,1.11723229910403,0.4761,2.34663368851928,209084.4666,"Nov 15th"
"31948","Lower","Perceptual",5,NA,1.60080734471083,0.4761,3.36233426740355,209084.4666,"Nov 15th"
"31948","Lower","Adjusted",5,NA,1.22226360887304,0.4761,2.56724135449074,209084.4666,"Nov 15th"
"31948","Higher","Perceptual",NA,NA,NA,0.4761,NA,209084.4666,"Nov 15th"
"31948","Higher","Adjusted",NA,NA,NA,0.4761,NA,209084.4666,"Nov 15th"
"1083","Lower","Perceptual",5,NA,1.47102704255262,0.4761,3.08974384069023,209084.4666,"Nov 15th"
"1083","Lower","Adjusted",5,NA,1.35249330026039,0.4761,2.84077567792562,209084.4666,"Nov 15th"
"1083","Higher","Perceptual",28,5.74679212468407,NA,0.4761,NA,209084.4666,"Nov 15th"
"1083","Higher","Adjusted",28,5.74679212468407,NA,0.4761,NA,209084.4666,"Nov 15th"
"32002","Lower","Perceptual",5,NA,0.913717249345349,0.4761,1.91917086608979,209084.4666,"Nov 15th"
"32002","Lower","Adjusted",5,NA,0.932249743207225,0.4761,1.95809649907,209084.4666,"Nov 15th"
"32002","Higher","Perceptual",NA,NA,NA,0.4761,NA,209084.4666,"Nov 15th"
"32002","Higher","Adjusted",NA,NA,NA,0.4761,NA,209084.4666,"Nov 15th"
"32245","Lower","Perceptual",6,NA,0.732624575536509,0.4761,1.53880398138313,209084.4666,"Nov 15th"
"32245","Lower","Adjusted",6,NA,1.27910846188978,0.4761,2.68663823123247,209084.4666,"Nov 15th"
"32245","Higher","Perceptual",23,NA,0.634654453103939,0.4761,1.33302762676736,209084.4666,"Nov 15th"
"32245","Higher","Adjusted",23,NA,1.10344016569742,0.4761,2.31766470425839,209084.4666,"Nov 15th"
"31924","Lower","Perceptual",6,NA,1.75966061702245,0.4761,3.69598953375855,209084.4666,"Nov 15th"
"31924","Lower","Adjusted",6,NA,1.05773819557891,0.4761,2.22167232845811,209084.4666,"Nov 15th"
"31924","Higher","Perceptual",24,8.43902109016502,1.21283939314558,0.4761,2.54744674048642,209084.4666,"Nov 15th"
"31924","Higher","Adjusted",24,8.43902109016502,1.16974819967417,0.4761,2.45693803754288,209084.4666,"Nov 15th"
"1084","Lower","Perceptual",6,NA,1.36366987990534,0.4761,2.86425095548276,209084.4666,"Nov 15th"
"1084","Lower","Adjusted",6,NA,1.51949465365048,0.4761,3.1915451662476,209084.4666,"Nov 15th"
"1084","Higher","Perceptual",25,3.77177400444726,1.4149602132169,0.4761,2.97198112416908,209084.4666,"Nov 15th"
"1084","Higher","Adjusted",25,3.77177400444726,1.70477302501102,0.4761,3.58070368622353,209084.4666,"Nov 15th"
"31504","Lower","Perceptual",7,NA,1.11843299459047,0.4761,2.34915562820935,209084.4666,"Nov 15th"
"31504","Lower","Adjusted",7,NA,1.03024497319474,0.4761,2.16392558957097,209084.4666,"Nov 15th"
"31504","Higher","Perceptual",23,7.34289163325494,0.52218576837107,0.4761,1.09679850529525,209084.4666,"Nov 15th"
"31504","Higher","Adjusted",23,7.34289163325494,0.971513853554409,0.4761,2.04056680015629,209084.4666,"Nov 15th"
"1085","Lower","Perceptual",7,NA,1.71523019789084,0.4761,3.60266792247603,209084.4666,"Nov 15th"
"1085","Lower","Adjusted",7,NA,1.35723460864245,0.4761,2.85073431766951,209084.4666,"Nov 15th"
"1085","Higher","Perceptual",NA,NA,NA,0.4761,NA,209084.4666,"Nov 15th"
"1085","Higher","Adjusted",NA,NA,NA,0.4761,NA,209084.4666,"Nov 15th"
"1066","Lower","Perceptual",9,NA,1.77231803439102,0.4761,3.72257516150184,209084.4666,"Nov 15th"
"1066","Lower","Adjusted",9,NA,1.63366995522942,0.4761,3.43135886416598,209084.4666,"Nov 15th"
"1066","Higher","Perceptual",24,6.1989570762612,1.4149602132169,0.4761,2.97198112416908,209084.4666,"Nov 15th"
"1066","Higher","Adjusted",24,6.1989570762612,1.07977311693455,0.4761,2.26795445690937,209084.4666,"Nov 15th"
"1072","Lower","Perceptual",10,NA,0.912986598751953,0.4761,1.91763620825867,209084.4666,"Nov 15th"
"1072","Lower","Adjusted",10,NA,1.2340152393139,0.4761,2.59192446820814,209084.4666,"Nov 15th"
"1072","Higher","Perceptual",22,NA,1.0279261189529,0.4761,2.15905507026444,209084.4666,"Nov 15th"
"1072","Higher","Adjusted",22,NA,1.27608052014661,0.4761,2.68027834519346,209084.4666,"Nov 15th"
"1056","Lower","Perceptual",11,NA,0.738803762095228,0.4761,1.55178273912041,209084.4666,"Nov 15th"
"1056","Lower","Adjusted",11,NA,0.955928798766381,0.4761,2.00783196548284,209084.4666,"Nov 15th"
"1056","Higher","Perceptual",24,10.1689330178745,0.710748656770106,0.4761,1.49285582182337,209084.4666,"Nov 15th"
"1056","Higher","Adjusted",24,10.1689330178745,1.01567131169022,0.4761,2.13331508441551,209084.4666,"Nov 15th"
"1087","Lower","Perceptual",13,NA,1.98667070455893,0.4761,4.17280131182301,209084.4666,"Nov 15th"
"1087","Lower","Adjusted",13,NA,1.32111473342657,0.4761,2.77486816514717,209084.4666,"Nov 15th"
"1087","Higher","Perceptual",NA,7.92784819653477,1.48233192547313,0.4761,3.11348860632878,209084.4666,"Nov 15th"
"1087","Higher","Adjusted",NA,7.92784819653477,1.625492151901,0.4761,3.41418221361268,209084.4666,"Nov 15th"
"1088","Lower","Perceptual",14,NA,2.14833999674524,0.4761,4.51237134372031,209084.4666,"Nov 15th"
"1088","Lower","Adjusted",14,NA,1.38410795292895,0.4761,2.90717906517318,209084.4666,"Nov 15th"
"1088","Higher","Perceptual",30,3.50957093437918,0.738803762095228,0.4761,1.55178273912041,209084.4666,"Nov 15th"
"1088","Higher","Adjusted",30,3.50957093437918,1.03978375730432,0.4761,2.18396084289922,209084.4666,"Nov 15th"
"1089","Lower","Perceptual",14,NA,1.37334778162488,0.4761,2.8845784113104,209084.4666,"Nov 15th"
"1089","Lower","Adjusted",14,NA,0.884946922429134,0.4761,1.85874169802381,209084.4666,"Nov 15th"
"1089","Higher","Perceptual",NA,9.2698279809615,1.21327705058698,0.4761,2.54836599577185,209084.4666,"Nov 15th"
"1089","Higher","Adjusted",NA,9.2698279809615,0.916712916000863,0.4761,1.92546296156451,209084.4666,"Nov 15th"
"1090","Lower","Perceptual",13,NA,1.09869716218595,0.4761,2.30770250406627,209084.4666,"Nov 15th"
"1090","Lower","Adjusted",13,NA,1.37053956755001,0.4761,2.87868004106283,209084.4666,"Nov 15th"
"1090","Higher","Perceptual",29,7.99538750636292,1.3955974191686,0.4761,2.93131152944465,209084.4666,"Nov 15th"
"1090","Higher","Adjusted",29,7.99538750636292,1.75530785840962,0.4761,3.68684700359088,209084.4666,"Nov 15th"
"1082","Lower","Perceptual",15,NA,1.01302942083891,0.4761,2.12776605931299,209084.4666,"Nov 15th"
"1082","Lower","Adjusted",15,NA,1.00265055352368,0.4761,2.10596629599597,209084.4666,"Nov 15th"
"1082","Higher","Perceptual",31,8.06652380790842,0.884803314550749,0.4761,1.85844006416877,209084.4666,"Nov 15th"
"1082","Higher","Adjusted",31,8.06652380790842,1.05773819557891,0.4761,2.22167232845811,209084.4666,"Nov 15th"
"1091","Lower","Perceptual",16,NA,2.81213724254563,0.4761,5.90661046533424,209084.4666,"Nov 15th"
"1091","Lower","Adjusted",16,NA,1.45618934029784,0.4761,3.05857874458693,209084.4666,"Nov 15th"
"1091","Higher","Perceptual",NA,1.13526811696226,1.27087245618219,0.4761,2.66933933245577,209084.4666,"Nov 15th"
"1091","Higher","Adjusted",NA,1.13526811696226,1.42647429247901,0.4761,2.99616528561018,209084.4666,"Nov 15th"
"1092","Lower","Perceptual",17,NA,1.79218337492071,0.4761,3.76430030439133,209084.4666,"Nov 15th"
"1092","Lower","Adjusted",17,NA,2.8525066259211,0.4761,5.99140228086768,209084.4666,"Nov 15th"
"1092","Higher","Perceptual",32,2.20970613563531,1.64236654717519,0.4761,3.4496251778517,209084.4666,"Nov 15th"
"1092","Higher","Adjusted",32,2.20970613563531,2.17697768372939,0.4761,4.57252191499556,209084.4666,"Nov 15th"
"31459","Lower","Perceptual",17,NA,1.16201541492958,0.4761,2.4406961036118,209084.4666,"Nov 15th"
"31459","Lower","Adjusted",17,NA,0.912036007307599,0.4761,1.91563958686746,209084.4666,"Nov 15th"
"31459","Higher","Perceptual",NA,NA,0.90562411142188,0.4761,1.90217204667482,209084.4666,"Nov 15th"
"31459","Higher","Adjusted",NA,NA,0.931035929808642,0.4761,1.95554700652939,209084.4666,"Nov 15th"
"5000","Lower","Perceptual",5,7.29722503843956,1.61266361705449,0.5251,3.07115524101027,379146.9623,"Jan 12th"
"5000","Lower","Adjusted",5,7.29722503843956,0.788183478858483,0.5251,1.50101595669107,379146.9623,"Jan 12th"
"5000","Higher","Perceptual",18,6.8223852368642,0.76068172894929,0.5251,1.4486416472087,379146.9623,"Jan 12th"
"5000","Higher","Adjusted",18,6.8223852368642,1.25884254191973,0.5251,2.39733868200291,379146.9623,"Jan 12th"
"6875341","Lower","Perceptual",6,7.49203812826558,0.981040606673591,0.5251,1.86829290930031,379146.9623,"Jan 12th"
"6875341","Lower","Adjusted",6,7.49203812826558,0.981040606673591,0.5251,1.86829290930031,379146.9623,"Jan 12th"
"6875341","Higher","Perceptual",17,8.62435919941237,0.729209168771621,0.5251,1.38870532997833,379146.9623,"Jan 12th"
"6875341","Higher","Adjusted",17,8.62435919941237,0.827591315087436,0.5251,1.57606420698426,379146.9623,"Jan 12th"
"32437","Lower","Perceptual",6,10.0554794518026,1.05773819557891,0.5251,2.01435573334395,379146.9623,"Jan 12th"
"32437","Lower","Adjusted",6,10.0554794518026,1.05773819557891,0.5251,2.01435573334395,379146.9623,"Jan 12th"
"32437","Higher","Perceptual",20,9.06273381210528,0.49989289178231,0.5251,0.951995604232165,379146.9623,"Jan 12th"
"32437","Higher","Adjusted",20,9.06273381210528,0.84639953212337,0.5251,1.61188255974742,379146.9623,"Jan 12th"
"6875476","Lower","Perceptual",7,8.00046339197972,0.90484657863897,0.5251,1.72318906615687,379146.9623,"Jan 12th"
"6875476","Lower","Adjusted",7,8.00046339197972,0.90484657863897,0.5251,1.72318906615687,379146.9623,"Jan 12th"
"6875476","Higher","Perceptual",21,8.80888582669953,0.364608275568288,0.5251,0.694359694473981,379146.9623,"Jan 12th"
"6875476","Higher","Adjusted",21,8.80888582669953,1.12249365388949,0.5251,2.13767597388971,379146.9623,"Jan 12th"
"6873834","Lower","Perceptual",7,3.11460614944085,2.73971079323711,0.5251,5.21750293893946,379146.9623,"Jan 12th"
"6873834","Lower","Adjusted",7,3.11460614944085,2.73971079323711,0.5251,5.21750293893946,379146.9623,"Jan 12th"
"6873834","Higher","Perceptual",21,7.09612631986242,2.3796364122315,0.5251,4.53177758947152,379146.9623,"Jan 12th"
"6873834","Higher","Adjusted",21,7.09612631986242,3.03845514949273,0.5251,5.78643144066413,379146.9623,"Jan 12th"
"5001","Lower","Perceptual",7,8.96730566383484,1.13542935234248,0.5251,2.16231070718432,379146.9623,"Jan 12th"
"5001","Lower","Adjusted",7,8.96730566383484,1.13542935234248,0.5251,2.16231070718432,379146.9623,"Jan 12th"
"5001","Higher","Perceptual",21,8.64394356966555,0.506694067560163,0.5251,0.964947757684562,379146.9623,"Jan 12th"
"5001","Higher","Adjusted",21,8.64394356966555,0.940835869889668,0.5251,1.79172704225798,379146.9623,"Jan 12th"
"5002","Lower","Perceptual",8,6.59076055509138,0.982189309936894,0.5251,1.8704804988324,379146.9623,"Jan 12th"
"5002","Lower","Adjusted",8,6.59076055509138,0.982189309936894,0.5251,1.8704804988324,379146.9623,"Jan 12th"
"5002","Higher","Perceptual",20,9.38295510309767,0.957523618089764,0.5251,1.82350717594699,379146.9623,"Jan 12th"
"5002","Higher","Adjusted",20,9.38295510309767,0.808868158815919,0.5251,1.54040784386959,379146.9623,"Jan 12th"
"5003","Lower","Perceptual",8,8.44821505910508,1.68735647370734,0.5251,3.21340025463216,379146.9623,"Jan 12th"
"5003","Lower","Adjusted",8,8.44821505910508,1.68735647370734,0.5251,3.21340025463216,379146.9623,"Jan 12th"
"5003","Higher","Perceptual",21,13.0119605506224,1.36332429464905,0.5251,2.59631364435165,379146.9623,"Jan 12th"
"5003","Higher","Adjusted",21,13.0119605506224,1.45618934029784,0.5251,2.77316575947027,379146.9623,"Jan 12th"
"5004","Lower","Perceptual",9,8.61120161448635,0.539738859056607,0.5251,1.02787823092098,379146.9623,"Jan 12th"
"5004","Lower","Adjusted",9,8.61120161448635,0.539738859056607,0.5251,1.02787823092098,379146.9623,"Jan 12th"
"5004","Higher","Perceptual",22,9.70699575227043,0.585143300652731,0.5251,1.11434641145064,379146.9623,"Jan 12th"
"5004","Higher","Adjusted",22,9.70699575227043,1.06456192159728,0.5251,2.0273508314555,379146.9623,"Jan 12th"
"5005","Lower","Perceptual",9,5.54544646630567,2.24172275062063,0.5251,4.26913492786257,379146.9623,"Jan 12th"
"5005","Lower","Adjusted",9,5.54544646630567,2.24172275062063,0.5251,4.26913492786257,379146.9623,"Jan 12th"
"5005","Higher","Perceptual",24,8.24114043883764,1.57761019122472,0.5251,3.00439952623257,379146.9623,"Jan 12th"
"5005","Higher","Adjusted",24,8.24114043883764,2.09846473473204,0.5251,3.99631448244532,379146.9623,"Jan 12th"
"5006","Lower","Perceptual",10,6.8776407147479,1.06456192159728,0.5251,2.0273508314555,379146.9623,"Jan 12th"
"5006","Lower","Adjusted",10,6.8776407147479,1.06456192159728,0.5251,2.0273508314555,379146.9623,"Jan 12th"
"5006","Higher","Perceptual",19,7.32165514622569,0.890438778312539,0.5251,1.69575086328802,379146.9623,"Jan 12th"
"5006","Higher","Adjusted",19,7.32165514622569,1.29440514759931,0.5251,2.46506407845993,379146.9623,"Jan 12th"
"5007","Lower","Perceptual",NA,7.66595019996133,NA,0.5251,NA,379146.9623,"Jan 12th"
"5007","Lower","Adjusted",NA,7.66595019996133,NA,0.5251,NA,379146.9623,"Jan 12th"
"5007","Higher","Perceptual",29,7.96033066612742,0.906639570425287,0.5251,1.72660363821232,379146.9623,"Jan 12th"
"5007","Higher","Adjusted",29,7.96033066612742,1.07536613899954,0.5251,2.04792637402312,379146.9623,"Jan 12th"
"5008","Lower","Perceptual",10,7.05602640238817,0.812786962572855,0.5251,1.54787081046059,379146.9623,"Jan 12th"
"5008","Lower","Adjusted",10,7.05602640238817,1.26578550491551,0.5251,2.41056085491432,379146.9623,"Jan 12th"
"5008","Higher","Perceptual",NA,NA,NA,0.5251,NA,379146.9623,"Jan 12th"
"5008","Higher","Adjusted",NA,NA,NA,0.5251,NA,379146.9623,"Jan 12th"
"5009","Lower","Perceptual",11,8.69866746943622,1.12249365388949,0.5251,2.13767597388971,379146.9623,"Jan 12th"
"5009","Lower","Adjusted",11,8.69866746943622,1.12249365388949,0.5251,2.13767597388971,379146.9623,"Jan 12th"
"5009","Higher","Perceptual",22,9.12185675411385,0.790830598396201,0.5251,1.50605712892059,379146.9623,"Jan 12th"
"5009","Higher","Adjusted",22,9.12185675411385,0.798035455758009,0.5251,1.51977805324321,379146.9623,"Jan 12th"
"5010","Lower","Perceptual",11,9.31007133510914,1.13797531399819,0.5251,2.16715923442809,379146.9623,"Jan 12th"
"5010","Lower","Adjusted",11,9.31007133510914,1.69899171542462,0.5251,3.23555839920895,379146.9623,"Jan 12th"
"5010","Higher","Perceptual",25,10.3815816989624,0.970821925241984,0.5251,1.84883246094455,379146.9623,"Jan 12th"
"5010","Higher","Adjusted",25,10.3815816989624,0.901685460893871,0.5251,1.71716903617191,379146.9623,"Jan 12th"
"5011","Lower","Perceptual",11,7.83511330633456,1.07847694728465,0.5251,2.05385059471463,379146.9623,"Jan 12th"
"5011","Lower","Adjusted",11,7.83511330633456,1.82731832574788,0.5251,3.47994348837912,379146.9623,"Jan 12th"
"5011","Higher","Perceptual",23,8.84506232814887,1.78515884839438,0.5251,3.39965501503404,379146.9623,"Jan 12th"
"5011","Higher","Adjusted",23,8.84506232814887,1.2044216683334,0.5251,2.2936996159463,379146.9623,"Jan 12th"
"5012","Lower","Perceptual",12,8.40784885629873,1.12517011100173,0.5251,2.14277301657156,379146.9623,"Jan 12th"
"5012","Lower","Adjusted",12,8.40784885629873,1.12517011100173,0.5251,2.14277301657156,379146.9623,"Jan 12th"
"5012","Higher","Perceptual",23,7.19463311021666,1.08277496964194,0.5251,2.06203574489038,379146.9623,"Jan 12th"
"5012","Higher","Adjusted",23,7.19463311021666,1.07977311693455,0.5251,2.0563190191098,379146.9623,"Jan 12th"
"5013","Lower","Perceptual",12,4.66797270631867,1.27058902397887,0.5251,2.41970867259354,379146.9623,"Jan 12th"
"5013","Lower","Adjusted",12,4.66797270631867,2.10450628382607,0.5251,4.00782000347757,379146.9623,"Jan 12th"
"5013","Higher","Perceptual",27,9.19275220515965,1.74718269545507,0.5251,3.327333261198,379146.9623,"Jan 12th"
"5013","Higher","Adjusted",27,9.19275220515965,1.76469305139837,0.5251,3.36067996838387,379146.9623,"Jan 12th"
"5014","Lower","Perceptual",12,10.5489698464794,1.16736112377781,0.5251,2.22312154594898,379146.9623,"Jan 12th"
"5014","Lower","Adjusted",12,10.5489698464794,1.36071080534582,0.5251,2.59133651751252,379146.9623,"Jan 12th"
"5014","Higher","Perceptual",28,11.2820532531518,1.07496419948541,0.5251,2.04716092074921,379146.9623,"Jan 12th"
"5014","Higher","Adjusted",28,11.2820532531518,0.961067960553996,0.5251,1.83025701876594,379146.9623,"Jan 12th"
"5015","Lower","Perceptual",13,8.58488576249811,1.48103291865042,0.5251,2.8204778492676,379146.9623,"Jan 12th"
"5015","Lower","Adjusted",13,8.58488576249811,1.12249365388949,0.5251,2.13767597388971,379146.9623,"Jan 12th"
"5015","Higher","Perceptual",28,9.94590331000374,0.913717249345349,0.5251,1.74008236401704,379146.9623,"Jan 12th"
"5015","Higher","Adjusted",28,9.94590331000374,1.09532713108649,0.5251,2.08594007062749,379146.9623,"Jan 12th"
"5016","Lower","Perceptual",13,9.02961455823878,1.46115545153287,0.5251,2.78262321754498,379146.9623,"Jan 12th"
"5016","Lower","Adjusted",13,9.02961455823878,2.53751901192342,0.5251,4.83244908002937,379146.9623,"Jan 12th"
"5016","Higher","Perceptual",28,10.3041634044125,2.13352729449199,0.5251,4.063087591872,379146.9623,"Jan 12th"
"5016","Higher","Adjusted",28,10.3041634044125,1.1229613296417,0.5251,2.13856661520034,379146.9623,"Jan 12th"
"32614","Lower","Perceptual",14,8.36225629726949,1.53973140428729,0.5251,2.93226319612891,379146.9623,"Jan 12th"
"32614","Lower","Adjusted",14,8.36225629726949,1.03129618683986,0.5251,1.96399959405801,379146.9623,"Jan 12th"
"32614","Higher","Perceptual",29,10.0375306821622,0.919728289724227,0.5251,1.75152978427771,379146.9623,"Jan 12th"
"32614","Higher","Adjusted",29,10.0375306821622,1.09532713108649,0.5251,2.08594007062749,379146.9623,"Jan 12th"
"5018","Lower","Perceptual",15,9.05641398803123,1.9969649918728,0.5251,3.80301845719443,379146.9623,"Jan 12th"
"5018","Lower","Adjusted",15,9.05641398803123,1.75966061702245,0.5251,3.35109620457522,379146.9623,"Jan 12th"
"5018","Higher","Perceptual",25,10.6913652526027,0.728519301684818,0.5251,1.38739154767629,379146.9623,"Jan 12th"
"5018","Higher","Adjusted",25,10.6913652526027,0.932249743207225,0.5251,1.77537562979856,379146.9623,"Jan 12th"
"5019","Lower","Perceptual",16,9.01596256356655,2.07626410144454,0.5251,3.95403561501531,379146.9623,"Jan 12th"
"5019","Lower","Adjusted",16,9.01596256356655,0.599869795834209,0.5251,1.14239153653439,379146.9623,"Jan 12th"
"5019","Higher","Perceptual",26,8.66538182101594,0.413801053372908,0.5251,0.78804237930472,379146.9623,"Jan 12th"
"5019","Higher","Adjusted",26,8.66538182101594,0.859420578802087,0.5251,1.63667983013157,379146.9623,"Jan 12th"
"5020","Lower","Perceptual",16,6.44085386066436,1.99590916901365,0.5251,3.80100774902618,379146.9623,"Jan 12th"
"5020","Lower","Adjusted",16,6.44085386066436,1.20501520157341,0.5251,2.29482994015123,379146.9623,"Jan 12th"
"5020","Higher","Perceptual",30,6.66431910641871,0.748342400000073,0.5251,1.42514263949738,379146.9623,"Jan 12th"
"5020","Higher","Adjusted",30,6.66431910641871,1.27608052014661,0.5251,2.43016667329386,379146.9623,"Jan 12th"
"5021","Lower","Perceptual",17,8.4575265831718,2.3854733028007,0.5251,4.54289335898058,379146.9623,"Jan 12th"
"5021","Lower","Adjusted",17,8.4575265831718,1.37358696697463,0.5251,2.61585786892902,379146.9623,"Jan 12th"
"5021","Higher","Perceptual",30,9.13490344424154,0.753678580881378,0.5251,1.43530485789636,379146.9623,"Jan 12th"
"5021","Higher","Adjusted",30,9.13490344424154,1.26887161665177,0.5251,2.41643804351888,379146.9623,"Jan 12th"
"5022","Lower","Perceptual",17,8.07542124195425,2.66256401725074,0.5251,5.07058468339506,379146.9623,"Jan 12th"
"5022","Lower","Adjusted",17,8.07542124195425,1.31532421137466,0.5251,2.50490232598488,379146.9623,"Jan 12th"
"5022","Higher","Perceptual",28,10.6187166816284,1.14587739536697,0.5251,2.18220795156536,379146.9623,"Jan 12th"
"5022","Higher","Adjusted",28,10.6187166816284,1.14587739536697,0.5251,2.18220795156536,379146.9623,"Jan 12th"
"5023","Lower","Perceptual",5,7.80411701932268,3.1244498336848,0.5282,5.9152779888012,376953.4,"Jan 13th"
"5023","Lower","Adjusted",5,7.80411701932268,3.1244498336848,0.5282,5.9152779888012,376953.4,"Jan 13th"
"5023","Higher","Perceptual",21,7.87880553035383,2.30223086573137,0.5282,4.35863473254709,376953.4,"Jan 13th"
"5023","Higher","Adjusted",21,7.87880553035383,1.4120669272602,0.5282,2.67335654536198,376953.4,"Jan 13th"
"32329","Lower","Perceptual",5,8.06965153570079,2.21928872247381,0.5282,4.20160682028362,376953.4,"Jan 13th"
"32329","Lower","Adjusted",5,8.06965153570079,2.21928872247381,0.5282,4.20160682028362,376953.4,"Jan 13th"
"32329","Higher","Perceptual",19,8.88130592246731,1.60195238222086,0.5282,3.03285191635907,376953.4,"Jan 13th"
"32329","Higher","Adjusted",19,8.88130592246731,1.20883314261618,0.5282,2.28858981941722,376953.4,"Jan 13th"
"5025","Lower","Perceptual",6,7.44007786044298,1.48233192547313,0.5282,2.80638380437927,376953.4,"Jan 13th"
"5025","Lower","Adjusted",6,7.44007786044298,1.48233192547313,0.5282,2.80638380437927,376953.4,"Jan 13th"
"5025","Higher","Perceptual",18,9.02528911849337,1.19484303828785,0.5282,2.26210344242304,376953.4,"Jan 13th"
"5025","Higher","Adjusted",18,9.02528911849337,1.40529772290004,0.5282,2.66054093695578,376953.4,"Jan 13th"
"5026","Lower","Perceptual",6,7.48667662513042,2.15542855826005,0.5282,4.08070533559268,376953.4,"Jan 13th"
"5026","Lower","Adjusted",6,7.48667662513042,2.15542855826005,0.5282,4.08070533559268,376953.4,"Jan 13th"
"5026","Higher","Perceptual",18,7.42909295572713,1.92542951444935,0.5282,3.64526602508397,376953.4,"Jan 13th"
"5026","Higher","Adjusted",18,7.42909295572713,0.982189309936894,0.5282,1.85950266932392,376953.4,"Jan 13th"
"5027","Lower","Perceptual",7,5.32898022919272,3.75251949000254,0.5282,7.10435344566933,376953.4,"Jan 13th"
"5027","Lower","Adjusted",7,5.32898022919272,3.75251949000254,0.5282,7.10435344566933,376953.4,"Jan 13th"
"5027","Higher","Perceptual",20,5.72481045222349,2.84837463649157,0.5282,5.39260627885569,376953.4,"Jan 13th"
"5027","Higher","Adjusted",20,5.72481045222349,1.34418547878036,0.5282,2.54484187576743,376953.4,"Jan 13th"
"5028","Lower","Perceptual",7,5.94640202387103,1.06403389544809,0.5282,2.01445266082561,376953.4,"Jan 13th"
"5028","Lower","Adjusted",7,5.94640202387103,1.06403389544809,0.5282,2.01445266082561,376953.4,"Jan 13th"
"5028","Higher","Perceptual",19,8.06462622435495,0.812544709304735,0.5282,1.53832773438988,376953.4,"Jan 13th"
"5028","Higher","Adjusted",19,8.06462622435495,0.950844305128317,0.5282,1.80015960834592,376953.4,"Jan 13th"
"5029","Lower","Perceptual",8,1.95992763596768,1.60195238222086,0.5282,3.03285191635907,376953.4,"Jan 13th"
"5029","Lower","Adjusted",8,1.95992763596768,1.60195238222086,0.5282,3.03285191635907,376953.4,"Jan 13th"
"5029","Higher","Perceptual",NA,NA,NA,0.5282,NA,376953.4,"Jan 13th"
"5029","Higher","Adjusted",NA,NA,NA,0.5282,NA,376953.4,"Jan 13th"
"5030","Lower","Perceptual",8,4.32048715992608,2.03458955947317,0.5282,3.85193025269438,376953.4,"Jan 13th"
"5030","Lower","Adjusted",8,4.32048715992608,2.03458955947317,0.5282,3.85193025269438,376953.4,"Jan 13th"
"5030","Higher","Perceptual",22,5.79884030091255,0.848005544761805,0.5282,1.60546297758767,376953.4,"Jan 13th"
"5030","Higher","Adjusted",22,5.79884030091255,1.13137356683178,0.5282,2.14194162595945,376953.4,"Jan 13th"
"5031","Lower","Perceptual",9,7.50467275521948,1.12739670426841,0.5282,2.13441254121243,376953.4,"Jan 13th"
