"ID","Session","Task","Altitude","Disparity_VA","Reported_Visual_Angle","Real_Visual_Angle","Ratio_Visual_Angle","Distance","Date"
"5031","Lower","Adjusted",9,7.50467275521948,1.12739670426841,0.5282,2.13441254121243,376953.4,"Jan 13th"
"5031","Higher","Perceptual",24,7.47320620664499,0.920469774871083,0.5282,1.74265387139546,376953.4,"Jan 13th"
"5031","Higher","Adjusted",24,7.47320620664499,0.940835869889668,0.5282,1.78121141592137,376953.4,"Jan 13th"
"5032","Lower","Perceptual",12,7.68883077419714,0.956568186329096,0.5282,1.81099618767341,376953.4,"Jan 13th"
"5032","Lower","Adjusted",12,7.68883077419714,0.956568186329096,0.5282,1.81099618767341,376953.4,"Jan 13th"
"5032","Higher","Perceptual",24,9.26075540353676,0.703781828483644,0.5282,1.33241542689066,376953.4,"Jan 13th"
"5032","Higher","Adjusted",24,9.26075540353676,0.792375810886694,0.5282,1.50014352685857,376953.4,"Jan 13th"
"5034","Lower","Perceptual",12,9.19493751921585,0.964958740389652,0.5282,1.82688137143062,376953.4,"Jan 13th"
"5034","Lower","Adjusted",12,9.19493751921585,0.964958740389652,0.5282,1.82688137143062,376953.4,"Jan 13th"
"5034","Higher","Perceptual",23,10.0425454700882,0.689663093023205,0.5282,1.30568552257328,376953.4,"Jan 13th"
"5034","Higher","Adjusted",23,10.0425454700882,1.16378050803425,0.5282,2.20329516856162,376953.4,"Jan 13th"
"5033","Lower","Perceptual",13,10.1676149887274,0.863827697283068,0.5282,1.63541782900997,376953.4,"Jan 13th"
"5033","Lower","Adjusted",13,10.1676149887274,0.863827697283068,0.5282,1.63541782900997,376953.4,"Jan 13th"
"5033","Higher","Perceptual",26,7.32844918372602,0.80667815502526,0.5282,1.52722104321329,376953.4,"Jan 13th"
"5033","Higher","Adjusted",26,7.32844918372602,1.00265055352368,0.5282,1.89824035123757,376953.4,"Jan 13th"
"5035","Lower","Perceptual",14,8.29451303345249,1.33068086928785,0.5282,2.51927464840561,376953.4,"Jan 13th"
"5035","Lower","Adjusted",14,8.29451303345249,1.33068086928785,0.5282,2.51927464840561,376953.4,"Jan 13th"
"5035","Higher","Perceptual",26,6.92036645797291,1.32131858322326,0.5282,2.50154975998345,376953.4,"Jan 13th"
"5035","Higher","Adjusted",26,6.92036645797291,1.75530785840962,0.5282,3.323187918231,376953.4,"Jan 13th"
"5036","Lower","Perceptual",14,8.68044674252444,1.88651899391201,0.5282,3.57159976128742,376953.4,"Jan 13th"
"5036","Lower","Adjusted",14,8.68044674252444,1.88651899391201,0.5282,3.57159976128742,376953.4,"Jan 13th"
"5036","Higher","Perceptual",25,8.72073154036485,1.6499234413323,0.5282,3.1236717935106,376953.4,"Jan 13th"
"5036","Higher","Adjusted",25,8.72073154036485,0.884946922429134,0.5282,1.67540121626114,376953.4,"Jan 13th"
"5037","Lower","Perceptual",14,10.7850895302836,0.723726539416115,0.5282,1.37017519768291,376953.4,"Jan 13th"
"5037","Lower","Adjusted",14,10.7850895302836,0.723726539416115,0.5282,1.37017519768291,376953.4,"Jan 13th"
"5037","Higher","Perceptual",27,11.4046951963464,0.736649874695022,0.5282,1.39464194376188,376953.4,"Jan 13th"
"5037","Higher","Adjusted",27,11.4046951963464,1.19170925002044,0.5282,2.2561704847036,376953.4,"Jan 13th"
"5038","Lower","Perceptual",16,7.84388501274457,1.36366987990534,0.5282,2.58173017778369,376953.4,"Jan 13th"
"5038","Lower","Adjusted",16,7.84388501274457,1.36366987990534,0.5282,2.58173017778369,376953.4,"Jan 13th"
"5038","Higher","Perceptual",32,10.2758411876454,1.1591785524569,0.5282,2.19458264380329,376953.4,"Jan 13th"
"5038","Higher","Adjusted",32,10.2758411876454,1.38634875116186,0.5282,2.62466632177559,376953.4,"Jan 13th"
"5039","Lower","Perceptual",16,4.82796189344729,2.45515766426909,0.5282,4.64815915234587,376953.4,"Jan 13th"
"5039","Lower","Adjusted",16,4.82796189344729,2.45515766426909,0.5282,4.64815915234587,376953.4,"Jan 13th"
"5039","Higher","Perceptual",27,5.91744429356151,2.22586176752789,0.5282,4.21405105552422,376953.4,"Jan 13th"
"5039","Higher","Adjusted",27,5.91744429356151,3.46896601731249,0.5282,6.56752369805469,376953.4,"Jan 13th"
"5040","Lower","Perceptual",17,7.77308780115102,1.99726527170659,0.5282,3.78126708009578,376953.4,"Jan 13th"
"5040","Lower","Adjusted",17,7.77308780115102,1.99726527170659,0.5282,3.78126708009578,376953.4,"Jan 13th"
"5040","Higher","Perceptual",31,7.87538210385492,1.34418547878036,0.5282,2.54484187576743,376953.4,"Jan 13th"
"5040","Higher","Adjusted",31,7.87538210385492,1.89678161232228,0.5282,3.59102917895168,376953.4,"Jan 13th"
