Model,Formula,AIC,BIC,DeltaAIC,DeltaBIC,RankAIC,RankBIC
LogVA,log2(PM) ~ log2(VA) + (1|ID),1680.63019433364,1700.57646017127,0,0,1,1
VA,PM ~ VA + (1|ID),2832.35236910697,2852.29863494459,1151.72217477332,1151.72217477332,2,2
