ID,Gender,Date,Time,Age,Version,Measurement,Reported_Visual_Angle,Object,Task,Ground_Distance,Real_Visual_Angle,Ground_Elevation,Width,Observer_Distance,Observer_Elevation,Template_Size,Arm_Length,Ratio_Visual_Angle
34,Female,7/10/24,11:04,19,,MoonBall2_Adjusted_VA,1.044349851,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,0.72,39.5,0.689365151
34,Female,7/10/24,11:04,19,,MoonBall3_Perceptual_VA,0.716187919,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.65,52,1.072725443
34,Female,7/10/24,11:04,19,,MoonBall3_Adjusted_VA,0.458363792,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.3,37.5,0.686549561
34,Female,7/10/24,11:04,19,,MoonBall4_Perceptual_VA,0.859420579,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.78,52,0.891822484
34,Female,7/10/24,11:04,19,,MoonBall4_Adjusted_VA,0.69287075,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.52,43,0.718993388
35,Female,7/15/24,11:48,22,,MoonBall1_Perceptual_VA,0.711248819,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.72,58,1.367766119
35,Female,7/15/24,11:48,22,,MoonBall1_Adjusted_VA,0.337033025,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.3,51,0.648130922
35,Female,7/15/24,11:48,22,,MoonBall2_Perceptual_VA,1.610103009,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.63,58,1.062813293
35,Female,7/15/24,11:48,22,,MoonBall2_Adjusted_VA,1.068006907,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,0.96,51.5,0.704980943
35,Female,7/15/24,11:48,22,,MoonBall3_Perceptual_VA,0.770517836,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.78,58,1.154102248
35,Female,7/15/24,11:48,22,,MoonBall3_Adjusted_VA,0.504976483,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.52,59,0.756367299
35,Female,7/15/24,11:48,22,,MoonBall4_Perceptual_VA,1.205142653,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.22,58,1.250578985
35,Female,7/15/24,11:48,22,,MoonBall4_Adjusted_VA,0.660040081,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.72,62.5,0.684924935
36,Female,7/16/24,10:41,29,,MoonBall1_Perceptual_VA,0.572953021,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.72,72,1.101816563
36,Female,7/16/24,10:41,29,,MoonBall1_Adjusted_VA,0.377773002,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.3,45.5,0.726475881
36,Female,7/16/24,10:41,29,,MoonBall2_Perceptual_VA,2.148339997,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.7,72,1.418098279
36,Female,7/16/24,10:41,29,,MoonBall2_Adjusted_VA,1.105572697,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,0.96,49.75,0.729777755
36,Female,7/16/24,10:41,29,,MoonBall3_Perceptual_VA,0.763932409,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.96,72,1.14423842
36,Female,7/16/24,10:41,29,,MoonBall3_Adjusted_VA,0.465585033,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.49,60.3,0.69736573
36,Female,7/16/24,10:41,29,,MoonBall4_Perceptual_VA,1.511884227,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.9,72,1.568885341
36,Female,7/16/24,10:41,29,,MoonBall4_Adjusted_VA,0.687541104,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.72,60,0.713462803
37,Male,7/16/24,13:46,20,,MoonBall1_Perceptual_VA,0.943673859,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.98,59.5,1.814730791
37,Male,7/16/24,13:46,20,,MoonBall1_Adjusted_VA,0.438142061,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.39,51,0.842568523
37,Male,7/16/24,13:46,20,,MoonBall2_Perceptual_VA,2.599530536,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.7,59.5,1.715924753
37,Male,7/16/24,13:46,20,,MoonBall2_Adjusted_VA,1.242633085,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.22,56.25,0.82024998
37,Male,7/16/24,13:46,20,,MoonBall3_Perceptual_VA,1.174763062,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.22,59.5,1.759591572
37,Male,7/16/24,13:46,20,,MoonBall3_Adjusted_VA,0.568579405,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.65,65.5,0.851633459
37,Male,7/16/24,13:46,20,,MoonBall4_Perceptual_VA,1.569517319,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.63,59.5,1.628691318
37,Male,7/16/24,13:46,20,,MoonBall4_Adjusted_VA,0.726115012,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.96,75.75,0.753491026
38,Male,7/18/24,14:33,21,,MoonBall1_Perceptual_VA,0.769164667,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.98,73,1.479141115
38,Male,7/18/24,14:33,21,,MoonBall1_Adjusted_VA,0.496898336,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.49,56.5,0.955559701
38,Male,7/18/24,14:33,21,,MoonBall2_Perceptual_VA,1.687356474,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.15,73,1.113807551
38,Male,7/18/24,14:33,21,,MoonBall2_Adjusted_VA,1.18206047,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,0.98,47.5,0.780266587
38,Male,7/18/24,14:33,21,,MoonBall3_Perceptual_VA,0.957523618,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.22,73,1.434204516
38,Male,7/18/24,14:33,21,,MoonBall3_Adjusted_VA,0.513682858,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.52,58,0.769407941
38,Male,7/18/24,14:33,21,,MoonBall4_Perceptual_VA,1.279290968,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.63,73,1.327522842
38,Male,7/18/24,14:33,21,,MoonBall4_Adjusted_VA,0.703781828,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.78,63.5,0.730315836
39,Male,7/17/24,10:53,21,,MoonBall1_Perceptual_VA,2.134301817,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,1.9,51,4.104366341
39,Male,7/17/24,10:53,21,,MoonBall1_Adjusted_VA,0.636613223,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.3,27,1.224238233
39,Male,7/17/24,10:53,21,,MoonBall2_Perceptual_VA,3.706081262,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,3.3,51,2.446348095
39,Male,7/17/24,10:53,21,,MoonBall2_Adjusted_VA,1.330020869,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,0.65,28,0.877933803
39,Male,7/17/24,10:53,21,,MoonBall3_Perceptual_VA,2.134301817,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.9,51,3.196814415
39,Male,7/17/24,10:53,21,,MoonBall3_Adjusted_VA,0.572953021,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.3,30,0.858184377
39,Male,7/17/24,10:53,21,,MoonBall4_Perceptual_VA,3.032597801,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,2.7,51,3.146932912
39,Male,7/17/24,10:53,21,,MoonBall4_Adjusted_VA,0.93103593,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.65,40,0.96613788
40,Male,7/18/24,11:31,23,,MoonBall1_Perceptual_VA,0.91972829,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,1.22,76,1.768682295
40,Male,7/18/24,11:31,23,,MoonBall1_Adjusted_VA,0.412369228,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.52,72.25,0.79300611
40,Male,7/18/24,11:31,23,,MoonBall2_Perceptual_VA,2.035293909,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.7,76,1.343477659
40,Male,7/18/24,11:31,23,,MoonBall2_Adjusted_VA,1.13018147,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.44,73,0.746021765
40,Male,7/18/24,11:31,23,,MoonBall3_Perceptual_VA,1.085571767,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.44,76,1.625998463
40,Male,7/18/24,11:31,23,,MoonBall3_Adjusted_VA,0.670772196,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.72,61.5,1.004700558
40,Male,7/18/24,11:31,23,,MoonBall4_Perceptual_VA,1.432319891,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.9,76,1.486321267
40,Male,7/18/24,11:31,23,,MoonBall4_Adjusted_VA,0.798035456,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.78,56,0.828123017
41,Female,7/18/24,15:18,20,,MoonBall1_Perceptual_VA,0.743286175,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.96,74,1.429375515
41,Female,7/18/24,15:18,20,,MoonBall1_Adjusted_VA,0.431919985,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.49,65,0.830603167
41,Female,7/18/24,15:18,20,,MoonBall2_Perceptual_VA,1.664557589,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.15,74,1.09875823
41,Female,7/18/24,15:18,20,,MoonBall2_Adjusted_VA,1.136561932,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.22,61.5,0.750233447
41,Female,7/18/24,15:18,20,,MoonBall3_Perceptual_VA,0.9445847,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.22,74,1.414824258
41,Female,7/18/24,15:18,20,,MoonBall3_Adjusted_VA,0.608031137,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.65,61.25,0.91072532
41,Female,7/18/24,15:18,20,,MoonBall4_Perceptual_VA,1.471027043,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.9,74,1.526487757
41,Female,7/18/24,15:18,20,,MoonBall4_Adjusted_VA,0.791411134,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.96,69.5,0.821248945
42,Male,7/19/24,13:50,18,,MoonBall1_Perceptual_VA,0.9445847,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,1.22,74,1.816482382
42,Male,7/19/24,13:50,18,,MoonBall1_Adjusted_VA,0.69331862,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.72,59.5,1.333285473
42,Male,7/19/24,13:50,18,,MoonBall2_Perceptual_VA,1.471027043,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.9,74,0.971010604
42,Male,7/19/24,13:50,18,,MoonBall2_Adjusted_VA,1.31882575,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.22,53,0.870544015
42,Male,7/19/24,13:50,18,,MoonBall3_Perceptual_VA,1.114909718,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.44,74,1.669941631
42,Male,7/19/24,13:50,18,,MoonBall3_Adjusted_VA,0.709367256,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.78,63,1.062509273
42,Male,7/19/24,13:50,18,,MoonBall4_Perceptual_VA,1.26200466,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.63,74,1.309584805
42,Male,7/19/24,13:50,18,,MoonBall4_Adjusted_VA,0.819692062,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.98,68.5,0.850596121
43,Female,7/19/24,14:34,22,,MoonBall1_Perceptual_VA,0.89124971,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.98,63,1.713916599
43,Female,7/19/24,14:34,22,,MoonBall1_Adjusted_VA,0.361866878,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.3,47.5,0.695887631
43,Female,7/19/24,14:34,22,,MoonBall2_Perceptual_VA,1.955142418,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.15,63,1.290570441
43,Female,7/19/24,14:34,22,,MoonBall2_Adjusted_VA,1.350678528,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.22,51.75,0.891569723
43,Female,7/19/24,14:34,22,,MoonBall3_Perceptual_VA,1.309560805,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.44,63,1.961495241
43,Female,7/19/24,14:34,22,,MoonBall3_Adjusted_VA,0.595870736,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.65,62.5,0.892511145
43,Female,7/19/24,14:34,22,,MoonBall4_Perceptual_VA,1.727836999,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.9,63,1.792979972
43,Female,7/19/24,14:34,22,,MoonBall4_Adjusted_VA,0.788055842,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.98,71.25,0.817767152
44,Female,7/19/24,15:11,22,,MoonBall1_Perceptual_VA,0.677124059,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.78,66,1.302142543
44,Female,7/19/24,15:11,22,,MoonBall1_Adjusted_VA,0.578859653,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.49,48.5,1.113175305
44,Female,7/19/24,15:11,22,,MoonBall2_Perceptual_VA,1.414960213,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.63,66,0.934001436
44,Female,7/19/24,15:11,22,,MoonBall2_Adjusted_VA,1.145877395,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,0.98,49,0.756382493
44,Female,7/19/24,15:11,22,,MoonBall3_Perceptual_VA,0.625038669,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.72,66,0.936199656
44,Female,7/19/24,15:11,22,,MoonBall3_Adjusted_VA,0.659147716,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.65,56.5,0.9872891
44,Female,7/19/24,15:11,22,,MoonBall4_Perceptual_VA,0.833378464,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.96,66,0.864798528
44,Female,7/19/24,15:11,22,,MoonBall4_Adjusted_VA,0.887142733,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.96,62,0.92058982
45,Male,7/25/24,11:28,19,2,Lamp1a_Perceptual_VA,0.970821925,Lamp1a,Perceptual,6670,0.349099442,3.426440531,40.64,6675.897986,2.408610726,1.22,72,2.780932334
45,Male,7/25/24,11:28,19,2,Lamp1a_Adjusted_VA,0.524761415,Lamp1a,Adjusted,6670,0.349099442,3.426440531,40.64,6675.897986,2.408610726,0.49,53.5,1.503186062
45,Male,7/25/24,11:28,19,2,Lamp2a_Perceptual_VA,2.625596994,Lamp2a,Perceptual,2250,1.034860968,10.06479905,40.64,2267.424511,7.107715309,3.3,72,2.537149507
45,Male,7/25/24,11:28,19,2,Lamp2a_Adjusted_VA,1.31882575,Lamp2a,Adjusted,2250,1.034860968,10.06479905,40.64,2267.424511,7.107715309,1.22,53,1.274398968
45,Male,7/25/24,11:28,19,2,Lamp3a_Perceptual_VA,1.297057391,Lamp3a,Perceptual,4890,0.476173226,4.668910694,40.64,4898.041845,3.283701469,1.63,72,2.723919194
45,Male,7/25/24,11:28,19,2,Lamp3a_Adjusted_VA,0.496560314,Lamp3a,Adjusted,4890,0.476173226,4.668910694,40.64,4898.041845,3.283701469,0.52,60,1.042814436
45,Male,7/25/24,11:28,19,2,Lamp4a_Perceptual_VA,1.710788522,Lamp4a,Perceptual,3230,0.720888471,7.048329014,40.64,3242.16192,4.96429063,2.15,72,2.373166711
45,Male,7/25/24,11:28,19,2,Lamp4a_Adjusted_VA,0.770517836,Lamp4a,Adjusted,3230,0.720888471,7.048329014,40.64,3242.16192,4.96429063,0.78,58,1.06884472
45,Male,7/25/24,11:28,19,2,MoonBall1_Perceptual_VA,0.970821925,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,1.22,72,1.866937845
45,Male,7/25/24,11:28,19,2,MoonBall1_Adjusted_VA,0.532222371,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.49,52.75,1.023489541
45,Male,7/25/24,11:28,19,2,MoonBall2_Perceptual_VA,1.941504509,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.44,72,1.28156819
45,Male,7/25/24,11:28,19,2,MoonBall2_Adjusted_VA,1.48650981,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.44,55.5,0.981230627
45,Male,7/25/24,11:28,19,2,MoonBall3_Perceptual_VA,0.970821925,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.22,72,1.454123077
45,Male,7/25/24,11:28,19,2,MoonBall3_Adjusted_VA,0.613035414,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.65,60.75,0.918220859
45,Male,7/25/24,11:28,19,2,MoonBall4_Perceptual_VA,1.511884227,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.9,72,1.568885341
45,Male,7/25/24,11:28,19,2,MoonBall4_Adjusted_VA,0.820940408,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.96,67,0.851891533
46,Male,7/25/24,13:45,41,2,Lamp1a_Perceptual_VA,0.9445847,Lamp1a,Perceptual,6670,0.349099442,3.426440531,40.64,6675.897986,2.408610726,1.22,74,2.705775453
46,Male,7/25/24,13:45,41,2,Lamp1a_Adjusted_VA,0.732624576,Lamp1a,Adjusted,6670,0.349099442,3.426440531,40.64,6675.897986,2.408610726,0.39,30.5,2.098612854
46,Male,7/25/24,13:45,41,2,Lamp2a_Perceptual_VA,1.889041052,Lamp2a,Perceptual,2250,1.034860968,10.06479905,40.64,2267.424511,7.107715309,2.44,74,1.825405645
46,Male,7/25/24,13:45,41,2,Lamp2a_Adjusted_VA,1.517475181,Lamp2a,Adjusted,2250,1.034860968,10.06479905,40.64,2267.424511,7.107715309,0.98,37,1.466356571
46,Male,7/25/24,13:45,41,2,Lamp3a_Perceptual_VA,1.114909718,Lamp3a,Perceptual,4890,0.476173226,4.668910694,40.64,4898.041845,3.283701469,1.44,74,2.341395223
46,Male,7/25/24,13:45,41,2,Lamp3a_Adjusted_VA,0.689663093,Lamp3a,Adjusted,4890,0.476173226,4.668910694,40.64,4898.041845,3.283701469,0.65,54,1.448344961
46,Male,7/25/24,13:45,41,2,Lamp4a_Perceptual_VA,1.664557589,Lamp4a,Perceptual,3230,0.720888471,7.048329014,40.64,3242.16192,4.96429063,2.15,74,2.309036217
46,Male,7/25/24,13:45,41,2,Lamp4a_Adjusted_VA,0.932249743,Lamp4a,Adjusted,3230,0.720888471,7.048329014,40.64,3242.16192,4.96429063,0.96,59,1.293195523
46,Male,7/25/24,13:45,41,2,MoonBall1_Perceptual_VA,1.114909718,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,1.44,74,2.144025687
46,Male,7/25/24,13:45,41,2,MoonBall1_Adjusted_VA,0.69828367,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.39,32,1.342833505
46,Male,7/25/24,13:45,41,2,MoonBall2_Perceptual_VA,2.090289812,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.7,74,1.379779918
46,Male,7/25/24,13:45,41,2,MoonBall2_Adjusted_VA,1.341498429,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,0.96,41,0.885510029
46,Male,7/25/24,13:45,41,2,MoonBall3_Perceptual_VA,1.26200466,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.63,74,1.890264374
46,Male,7/25/24,13:45,41,2,MoonBall3_Adjusted_VA,0.653365844,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.65,57,0.978628857
46,Male,7/25/24,13:45,41,2,MoonBall4_Perceptual_VA,1.471027043,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.9,74,1.526487757
46,Male,7/25/24,13:45,41,2,MoonBall4_Adjusted_VA,0.877324482,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,0.98,64,0.910401401
47,Male,7/26/24,14:42,33,2,Lamp1a_Perceptual_VA,1.84495889,Lamp1a,Perceptual,6670,0.349099442,3.426440531,40.64,6675.897986,2.408610726,1.9,59,5.284909312
47,Male,7/26/24,14:42,33,2,Lamp2a_Perceptual_VA,2.369182741,Lamp2a,Perceptual,2250,1.034860968,10.06479905,40.64,2267.424511,7.107715309,2.44,59,2.289372983
47,Male,7/26/24,14:42,33,2,Lamp3a_Perceptual_VA,1.84495889,Lamp3a,Perceptual,4890,0.476173226,4.668910694,40.64,4898.041845,3.283701469,1.9,59,3.874554023
47,Male,7/26/24,14:42,33,2,Lamp4a_Perceptual_VA,1.582816629,Lamp4a,Perceptual,3230,0.720888471,7.048329014,40.64,3242.16192,4.96429063,1.63,59,2.195647027
47,Male,7/26/24,14:42,33,2,MoonBall1_Perceptual_VA,1.398336054,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,1.44,59,2.689068336
47,Male,7/26/24,14:42,33,2,MoonBall1_Adjusted_VA,0.737460248,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.65,50.5,1.418171974
47,Male,7/26/24,14:42,33,2,MoonBall2_Perceptual_VA,2.369182741,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.44,59,1.56387442
47,Male,7/26/24,14:42,33,2,MoonBall2_Adjusted_VA,1.45618934,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,1.22,48,0.961216381
47,Male,7/26/24,14:42,33,2,MoonBall3_Perceptual_VA,1.582816629,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.63,59,2.370785132
47,Male,7/26/24,14:42,33,2,MoonBall3_Adjusted_VA,0.959348778,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.72,43,1.43693829
47,Male,7/26/24,14:42,33,2,MoonBall4_Perceptual_VA,1.84495889,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.9,59,1.914517597
47,Male,7/26/24,14:42,33,2,MoonBall4_Adjusted_VA,1.588553936,MoonBall4,Adjusted,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.22,44,1.648445654
48,Female,7/26/24,15:10,18,2,Lamp1a_Perceptual_VA,0.98218931,Lamp1a,Perceptual,6670,0.349099442,3.426440531,40.64,6675.897986,2.408610726,0.96,56,2.813494359
48,Female,7/26/24,15:10,18,2,Lamp1a_Adjusted_VA,0.496560314,Lamp1a,Adjusted,6670,0.349099442,3.426440531,40.64,6675.897986,2.408610726,0.39,45,1.422403634
48,Female,7/26/24,15:10,18,2,Lamp2a_Perceptual_VA,2.496064123,Lamp2a,Perceptual,2250,1.034860968,10.06479905,40.64,2267.424511,7.107715309,2.44,56,2.41198016
48,Female,7/26/24,15:10,18,2,Lamp2a_Adjusted_VA,1.403676388,Lamp2a,Adjusted,2250,1.034860968,10.06479905,40.64,2267.424511,7.107715309,0.98,40,1.356391275
48,Female,7/26/24,15:10,18,2,Lamp3a_Perceptual_VA,1.002650554,Lamp3a,Perceptual,4890,0.476173226,4.668910694,40.64,4898.041845,3.283701469,0.98,56,2.105642438
48,Female,7/26/24,15:10,18,2,Lamp3a_Adjusted_VA,0.771848569,Lamp3a,Adjusted,4890,0.476173226,4.668910694,40.64,4898.041845,3.283701469,0.65,48.25,1.620940713
48,Female,7/26/24,15:10,18,2,Lamp4a_Perceptual_VA,1.47323887,Lamp4a,Perceptual,3230,0.720888471,7.048329014,40.64,3242.16192,4.96429063,1.44,56,2.043643266
48,Female,7/26/24,15:10,18,2,Lamp4a_Adjusted_VA,0.86776415,Lamp4a,Adjusted,3230,0.720888471,7.048329014,40.64,3242.16192,4.96429063,0.78,51.5,1.203742583
48,Female,7/26/24,15:10,18,2,MoonBall1_Perceptual_VA,0.98218931,MoonBall1,Perceptual,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.96,56,1.888797879
48,Female,7/26/24,15:10,18,2,MoonBall1_Adjusted_VA,0.538438303,MoonBall1,Adjusted,6060,0.520007631,0.457600126,55,6060.40891,-0.665584395,0.39,41.5,1.03544308
48,Female,7/26/24,15:10,18,2,MoonBall2_Perceptual_VA,2.761940129,MoonBall2,Perceptual,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,2.7,56,1.823129741
48,Female,7/26/24,15:10,18,2,MoonBall2_Adjusted_VA,1.369443679,MoonBall2,Adjusted,2080,1.514944365,1.332988165,55,2081.191044,-1.938501769,0.98,41,0.903956416
48,Female,7/26/24,15:10,18,2,MoonBall3_Perceptual_VA,1.248180116,MoonBall3,Perceptual,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,1.22,56,1.869557603
48,Female,7/26/24,15:10,18,2,MoonBall3_Adjusted_VA,0.520412236,MoonBall3,Adjusted,4720,0.667633944,0.587503927,55,4720.524988,-0.854517755,0.52,57.25,0.779487383
48,Female,7/26/24,15:10,18,2,MoonBall4_Perceptual_VA,1.943777497,MoonBall4,Perceptual,3270,0.963667763,0.847985702,55,3270.757735,-1.233333289,1.9,56,2.017061867
