ID,Gender,Age,Notes,Date,Time,Version,Lamp1 Estimate Template Number,Lamp1 Estimate Template Size (cm),Lamp1 Estimate Distance (cm),Lamp1 Width (cm),Lamp1 Distance (cm),Lamp2 Estimate Template Number,Lamp2 Estimate Template Size (cm),Lamp2 Estimate Distance (cm),Lamp2 Width (cm),Lamp2 Distance (cm),Lamp3 Estimate Template Number,Lamp3 Estimate Template Size (cm),Lamp3 Estimate Distance (cm),Lamp3 Width (cm),Lamp3 Distance (cm),Lamp4 Estimate Template Number,Lamp4 Estimate Template Size (cm),Lamp4 Estimate Distance (cm),Lamp4 Width (cm),Lamp4 Distance (cm),Lamp1a Estimate Template Number,Lamp1a Estimate Template Size (cm),Lamp1a Estimate Distance (cm),Lamp1a Width (cm),Lamp1a Distance (cm),Lamp1a 1st Caliper Aperture (cm),Lamp1a 1st Caliper Distance (cm),Lamp2a Estimate Template Number,Lamp2a Estimate Template Size (cm),Lamp2a Estimate Distance (cm),Lamp2a Width (cm),Lamp2a Distance (cm),Lamp2a 1st Caliper Aperture (cm),Lamp2a 1st Caliper Distance (cm),Lamp3a Estimate Template Number,Lamp3a Estimate Template Size (cm),Lamp3a Estimate Distance (cm),Lamp3a Width (cm),Lamp3a Distance (cm),Lamp3a 1st Caliper Aperture (cm),Lamp3a 1st Caliper Distance (cm),Lamp4a Estimate Template Number,Lamp4a Estimate Template Size (cm),Lamp4a Estimate Distance (cm),Lamp4a Width (cm),Lamp4a Distance (cm),Lamp4a 1st Caliper Aperture (cm),Lamp4a 1st Caliper Distance (cm),Lamp5 Estimate Template Number,Lamp5 Estimate Template Size (cm),Lamp5 Estimate Distance (cm),Lamp5 Width (cm),Lamp5 Distance (cm),Lamp5 1st Caliper Aperture (cm),Lamp5 1st Caliper Distance (cm),Lamp5 2nd Caliper Aperture (cm),Lamp5 2nd Caliper Distance (cm),Lamp6 Estimate Template Number,Lamp6 Estimate Template Size (cm),Lamp6 Estimate Distance (cm),Lamp6 Width (cm),Lamp6 Distance (cm),Lamp6 1st Caliper Aperture (cm),Lamp6 1st Caliper Distance (cm),Lamp6 2nd Caliper Aperture (cm),Lamp6 2nd Caliper Distance (cm),Lamp7 Estimate Template Number,Lamp7 Estimate Template Size (cm),Lamp7 Estimate Distance (cm),Lamp7 Width (cm),Lamp7 Distance (cm),Lamp7 1st Caliper Aperture (cm),Lamp7 1st Caliper Distance (cm),Lamp7 2nd Caliper Aperture (cm),Lamp7 2nd Caliper Distance (cm),Stick1 Estimate Template Number,Stick1 Estimate Template Size (cm),Stick1 Estimate Distance (cm),Stick1 Width (cm),Stick1 Height (cm),Stick1 Distance (cm),Stick2 Estimate Template Number,Stick2 Estimate Template Size (cm),Stick2 Estimate Distance (cm),Stick2 Width (cm),Stick2 Height (cm),Stick2 Distance (cm),Stick3 Estimate Template Number,Stick3 Estimate Template Size (cm),Stick3 Estimate Distance (cm),Stick3 Width (cm),Stick3 Height (cm),Stick3 Distance (cm),Stick4 Estimate Template Number,Stick4 Estimate Template Size (cm),Stick4 Estimate Distance (cm),Stick4 Width (cm),Stick4 Height (cm),Stick4 Distance (cm),Stick7 Estimate Template Number,Stick7 Estimate Template Size (cm),Stick7 Estimate Distance (cm),Stick7 Width (cm),Stick7 Height (cm),Stick7 Distance (cm),Stick7 1st Caliper Aperture (cm),Stick7 1st Caliper Distance (cm),Stick7 2nd Caliper Aperture (cm),Stick7 2nd Caliper Distance (cm),Stick8 Estimate Template Number,Stick8 Estimate Template Size (cm),Stick8 Estimate Distance (cm),Stick8 Width (cm),Stick8 Height (cm),Stick8 Distance (cm),Stick8 1st Caliper Aperture (cm),Stick8 1st Caliper Distance (cm),Stick8 2nd Caliper Aperture (cm),Stick8 2nd Caliper Distance (cm),Stick9 Estimate Template Number,Stick9 Estimate Template Size (cm),Stick9 Estimate Distance (cm),Stick9 Width (cm),Stick9 Height (cm),Stick9 Distance (cm),Stick9 1st Caliper Aperture (cm),Stick9 1st Caliper Distance (cm),Stick9 2nd Caliper Aperture (cm),Stick9 2nd Caliper Distance (cm),Stick9a Estimate Template Number,Stick9a Estimate Template Size (cm),Stick9a Estimate Distance (cm),Stick9a Width (cm),Stick9a Height (cm),Stick9a Distance (cm),Stick9a 1st Caliper Aperture (cm),Stick9a 1st Caliper Distance (cm),Stick9a 2nd Caliper Aperture (cm),Stick9a 2nd Caliper Distance (cm),Stick10 Estimate Template Number,Stick10 Estimate Template Size (cm),Stick10 Estimate Distance (cm),Stick10 Width (cm),Stick10 Height (cm),Stick10 Distance (cm),Stick10 1st Caliper Aperture (cm),Stick10 1st Caliper Distance (cm),Stick10 2nd Caliper Aperture (cm),Stick10 2nd Caliper Distance (cm),MoonBallBall1 Estimate Template Number,MoonBall1 Estimate Template Size (cm),MoonBall1 Estimate Distance (cm),MoonBall1 Width (cm),MoonBall1 Distance (cm),MoonBall2 Estimate Template Number,MoonBall2 Estimate Template Size (cm),MoonBall2 Estimate Distance (cm),MoonBall2 Width (cm),MoonBall2 Distance (cm),MoonBall3 Estimate Template Number,MoonBall3 Estimate Template Size (cm),MoonBall3 Estimate Distance (cm),MoonBall3 Width (cm),MoonBall3 Distance (cm),MoonBall4 Estimate Template Number,MoonBall4 Estimate Template Size (cm),MoonBall4 Estimate Distance (cm),MoonBall4 Width (cm),MoonBall4 Distance (cm),BlueBall Estimate Template Number,BlueBall Estimate Template Size (cm),BlueBall Estimate Distance (cm),BlueBall Width (cm),BlueBall Distance (cm),BlueBall 1st Caliper Aperture (cm),BlueBall 1st Caliper Distance (cm),BlueBall 2nd Caliper Aperture (cm),BlueBall 2nd Caliper Distance (cm)
22,Male,39,,5/15/24,13:44,1,14,2.15,45,40.64,6280,18,3.8,45,40.64,2020,17,3.3,45,40.64,5027,18,3.8,45,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,17,13,45,14,259.08,6280,18,15,45,14,259.08,2020,16,11,45,14,259.08,5027,18,15,45,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
23,Male,22,,5/15/24,14:56,1,7,0.78,65.5,40.64,6280,18,3.8,65.5,40.64,2020,12,1.63,65.5,40.64,5027,14,2.15,65.5,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,8,4.07,65.5,14,259.08,6280,17,13,65.5,14,259.08,2020,13,7.7,65.5,14,259.08,5027,14,9,65.5,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
24,Female,24,,5/17/24,13:46,1,6,0.72,68,40.64,6280,11,1.44,68,40.64,2020,9,0.98,68,40.64,5027,10,1.22,68,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,8,4.07,68,14,259.08,6280,13,7.7,68,14,259.08,2020,10,5.17,68,14,259.08,5027,12,6.89,68,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
25,Female,19,,5/17/24,14:36,1,11,1.44,52,40.64,6280,15,2.44,52,40.64,2020,13,1.9,52,40.64,5027,16,2.7,52,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,16,11,52,14,259.08,6280,18,15,52,14,259.08,2020,17,13,52,14,259.08,5027,15,10.34,52,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
26,Female,46,,5/17/24,15:43,1,14,2.15,47,40.64,6280,18,3.8,47,40.64,2020,15,2.44,47,40.64,5027,17,3.3,47,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,12,6.89,47,14,259.08,6280,17,13,47,14,259.08,2020,14,9,47,14,259.08,5027,15,10.34,47,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
27,Male,21,,5/31/24,13:46,1,12,1.63,63,40.64,6280,15,2.44,63,40.64,2020,13,1.9,63,40.64,5027,14,2.15,63,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,10,5.17,63,14,259.08,6280,16,11,63,14,259.08,2020,17,13,63,14,259.08,5027,17,13,63,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
28,Female,20,,5/31/24,14:12,1,9,0.98,67,40.64,6280,15,2.44,67,40.64,2020,13,1.9,67,40.64,5027,14,2.15,67,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,8,4.07,67,14,259.08,6280,14,9,67,14,259.08,2020,11,6.1,67,14,259.08,5027,13,7.7,67,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
29,Female,22,,5/31/24,14:47,1,11,1.44,49,40.64,6280,14,2.15,49,40.64,2020,12,1.63,49,40.64,5027,13,1.9,49,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,13,7.7,49,14,259.08,6280,16,11,49,14,259.08,2020,14,9,49,14,259.08,5027,15,10.34,49,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
30,Female,30,,5/31/24,15:23,1,4,0.52,48,40.64,6280,12,1.63,48,40.64,2020,3,0.49,48,40.64,5027,8,0.96,48,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,7,3.32,48,14,259.08,6280,16,11,48,14,259.08,2020,9,4.15,48,14,259.08,5027,12,6.89,48,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
31,Female,19,,7/9/24,10:12,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,4,0.52,58,55,6060,9,0.98,58,55,2080,5,0.65,58,55,4720,7,0.78,58,55,3270,,,,22.605,1520,,,,
32,Non binary,31,Did stick task at new location ,7/9/24,11:00,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,4,0.52,54,40.64,6670,,,13,1.9,54,40.64,2250,,,4,0.52,54,40.64,4890,,,7,0.78,54,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,7,3.32,54,14,259.08,6670,12,6.89,54,14,259.08,2250,10,5.17,54,14,259.08,4890,10,5.17,54,14,259.08,3230,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
33,Male,24,,7/10/24,10:29,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,11,1.44,67,55,6060,14,2.15,67,55,2080,12,1.63,67,55,4720,13,1.9,67,55,3270,,,,22.605,1520,,,,
34,Female,19,,7/10/24,11:04,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,4,0.52,52,55,6060,8,0.96,52,55,2080,5,0.65,52,55,4720,7,0.78,52,55,3270,,,,22.605,1520,,,,
35,Female,22,,7/15/24,11:48,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,6,0.72,58,55,6060,12,1.63,58,55,2080,7,0.78,58,55,4720,10,1.22,58,55,3270,,,,22.605,1520,,,,
36,Female,29,,7/16/24,10:41,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,6,0.72,72,55,6060,16,2.7,72,55,2080,8,0.96,72,55,4720,13,1.9,72,55,3270,,,,22.605,1520,,,,
37,Male,20,,7/16/24,13:46,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,9,0.98,59.5,55,6060,16,2.7,59.5,55,2080,10,1.22,59.5,55,4720,12,1.63,59.5,55,3270,,,,22.605,1520,,,,
38,Male,21,,7/18/24,14:33,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,9,0.98,73,55,6060,14,2.15,73,55,2080,10,1.22,73,55,4720,12,1.63,73,55,3270,,,,22.605,1520,,,,
39,Male,21,,7/17/24,10:53,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,13,1.9,51,55,6060,17,3.3,51,55,2080,13,1.9,51,55,4720,16,2.7,51,55,3270,,,,22.605,1520,,,,
40,Male,23,,7/18/24,11:31,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,10,1.22,76,55,6060,16,2.7,76,55,2080,11,1.44,76,55,4720,13,1.9,76,55,3270,,,,22.605,1520,,,,
41,Female,20,,7/18/24,15:18,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,8,0.96,74,55,6060,14,2.15,74,55,2080,10,1.22,74,55,4720,13,1.9,74,55,3270,,,,22.605,1520,,,,
42,Male,18,,7/19/24,13:50,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,10,1.22,74,55,6060,13,1.9,74,55,2080,11,1.44,74,55,4720,12,1.63,74,55,3270,,,,22.605,1520,,,,
43,Female,22,,7/19/24,14:34,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,9,0.98,63,55,6060,14,2.15,63,55,2080,11,1.44,63,55,4720,13,1.9,63,55,3270,,,,22.605,1520,,,,
44,Female,22,,7/19/24,15:11,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,,,,40.64,6670,,,,,,40.64,2250,,,,,,40.64,4890,,,,,,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,7,0.78,66,55,6060,12,1.63,66,55,2080,6,0.72,66,55,4720,8,0.96,66,55,3270,,,,22.605,1520,,,,
45,Male,19,,7/25/24,11:28,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,10,1.22,72,40.64,6670,,,17,3.3,72,40.64,2250,,,12,1.63,72,40.64,4890,,,14,2.15,72,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,10,1.22,72,55,6060,15,2.44,72,55,2080,10,1.22,72,55,4720,13,1.9,72,55,3270,,,,22.605,1520,,,,
46,Male,41,,7/25/24,13:45,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,10,1.22,74,40.64,6670,,,15,2.44,74,40.64,2250,,,11,1.44,74,40.64,4890,,,14,2.15,74,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,11,1.44,74,55,6060,16,2.7,74,55,2080,12,1.63,74,55,4720,13,1.9,74,55,3270,,,,22.605,1520,,,,
47,Male,33,No Adjusted Data,7/26/24,14:42,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,13,1.9,59,40.64,6670,,,15,2.44,59,40.64,2250,,,13,1.9,59,40.64,4890,,,12,1.63,59,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,11,1.44,59,55,6060,15,2.44,59,55,2080,12,1.63,59,55,4720,13,1.9,59,55,3270,,,,22.605,1520,,,,
48,Female,18,,7/26/24,15:10,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,8,0.96,56,40.64,6670,,,15,2.44,56,40.64,2250,,,9,0.98,56,40.64,4890,,,11,1.44,56,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,8,0.96,56,55,6060,16,2.7,56,55,2080,10,1.22,56,55,4720,13,1.9,56,55,3270,,,,22.605,1520,,,,
49,Female,22,,7/30/24,11:38,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,12,1.63,77,40.64,6670,,,18,3.8,77,40.64,2250,,,13,1.9,77,40.64,4890,,,17,3.3,77,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,13,1.9,77,55,6060,20,4.7,77,55,2080,15,2.44,77,55,4720,17,3.3,77,55,3270,,,,22.605,1520,,,,
50,Female,24,,7/31/24,11:48,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,10,1.22,74,40.64,6670,,,14,2.15,74,40.64,2250,,,12,1.63,74,40.64,4890,,,11,1.44,74,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,10,1.22,74,55,6060,14,2.15,74,55,2080,12,1.63,74,55,4720,13,1.9,74,55,3270,,,,22.605,1520,,,,
51,Female,64,,7/31/24,13:53,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,12,1.63,50.5,40.64,6670,,,15,2.44,50.5,40.64,2250,,,13,1.9,50.5,40.64,4890,,,14,2.15,50.5,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,13,1.9,50.5,55,6060,18,3.8,50.5,55,2080,15,2.44,50.5,55,4720,17,3.3,50.5,55,3270,,,,22.605,1520,,,,
52,Female,19,,8/1/24,11:48,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,9,0.98,72,40.64,6670,,,12,1.63,72,40.64,2250,,,8,0.96,72,40.64,4890,,,10,1.22,72,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,8,0.96,72,55,6060,12,1.63,72,55,2080,9,0.98,72,55,4720,11,1.44,72,55,3270,,,,22.605,1520,,,,
