ID,Gender,Age,Notes,Date,Time,Version,Lamp1 Estimate Template Number,Lamp1 Estimate Template Size (cm),Lamp1 Estimate Distance (cm),Lamp1 Width (cm),Lamp1 Distance (cm),Lamp2 Estimate Template Number,Lamp2 Estimate Template Size (cm),Lamp2 Estimate Distance (cm),Lamp2 Width (cm),Lamp2 Distance (cm),Lamp3 Estimate Template Number,Lamp3 Estimate Template Size (cm),Lamp3 Estimate Distance (cm),Lamp3 Width (cm),Lamp3 Distance (cm),Lamp4 Estimate Template Number,Lamp4 Estimate Template Size (cm),Lamp4 Estimate Distance (cm),Lamp4 Width (cm),Lamp4 Distance (cm),Lamp1a Estimate Template Number,Lamp1a Estimate Template Size (cm),Lamp1a Estimate Distance (cm),Lamp1a Width (cm),Lamp1a Distance (cm),Lamp1a 1st Caliper Aperture (cm),Lamp1a 1st Caliper Distance (cm),Lamp2a Estimate Template Number,Lamp2a Estimate Template Size (cm),Lamp2a Estimate Distance (cm),Lamp2a Width (cm),Lamp2a Distance (cm),Lamp2a 1st Caliper Aperture (cm),Lamp2a 1st Caliper Distance (cm),Lamp3a Estimate Template Number,Lamp3a Estimate Template Size (cm),Lamp3a Estimate Distance (cm),Lamp3a Width (cm),Lamp3a Distance (cm),Lamp3a 1st Caliper Aperture (cm),Lamp3a 1st Caliper Distance (cm),Lamp4a Estimate Template Number,Lamp4a Estimate Template Size (cm),Lamp4a Estimate Distance (cm),Lamp4a Width (cm),Lamp4a Distance (cm),Lamp4a 1st Caliper Aperture (cm),Lamp4a 1st Caliper Distance (cm),Lamp5 Estimate Template Number,Lamp5 Estimate Template Size (cm),Lamp5 Estimate Distance (cm),Lamp5 Width (cm),Lamp5 Distance (cm),Lamp5 1st Caliper Aperture (cm),Lamp5 1st Caliper Distance (cm),Lamp5 2nd Caliper Aperture (cm),Lamp5 2nd Caliper Distance (cm),Lamp6 Estimate Template Number,Lamp6 Estimate Template Size (cm),Lamp6 Estimate Distance (cm),Lamp6 Width (cm),Lamp6 Distance (cm),Lamp6 1st Caliper Aperture (cm),Lamp6 1st Caliper Distance (cm),Lamp6 2nd Caliper Aperture (cm),Lamp6 2nd Caliper Distance (cm),Lamp7 Estimate Template Number,Lamp7 Estimate Template Size (cm),Lamp7 Estimate Distance (cm),Lamp7 Width (cm),Lamp7 Distance (cm),Lamp7 1st Caliper Aperture (cm),Lamp7 1st Caliper Distance (cm),Lamp7 2nd Caliper Aperture (cm),Lamp7 2nd Caliper Distance (cm),Stick1 Estimate Template Number,Stick1 Estimate Template Size (cm),Stick1 Estimate Distance (cm),Stick1 Width (cm),Stick1 Height (cm),Stick1 Distance (cm),Stick2 Estimate Template Number,Stick2 Estimate Template Size (cm),Stick2 Estimate Distance (cm),Stick2 Width (cm),Stick2 Height (cm),Stick2 Distance (cm),Stick3 Estimate Template Number,Stick3 Estimate Template Size (cm),Stick3 Estimate Distance (cm),Stick3 Width (cm),Stick3 Height (cm),Stick3 Distance (cm),Stick4 Estimate Template Number,Stick4 Estimate Template Size (cm),Stick4 Estimate Distance (cm),Stick4 Width (cm),Stick4 Height (cm),Stick4 Distance (cm),Stick7 Estimate Template Number,Stick7 Estimate Template Size (cm),Stick7 Estimate Distance (cm),Stick7 Width (cm),Stick7 Height (cm),Stick7 Distance (cm),Stick7 1st Caliper Aperture (cm),Stick7 1st Caliper Distance (cm),Stick7 2nd Caliper Aperture (cm),Stick7 2nd Caliper Distance (cm),Stick8 Estimate Template Number,Stick8 Estimate Template Size (cm),Stick8 Estimate Distance (cm),Stick8 Width (cm),Stick8 Height (cm),Stick8 Distance (cm),Stick8 1st Caliper Aperture (cm),Stick8 1st Caliper Distance (cm),Stick8 2nd Caliper Aperture (cm),Stick8 2nd Caliper Distance (cm),Stick9 Estimate Template Number,Stick9 Estimate Template Size (cm),Stick9 Estimate Distance (cm),Stick9 Width (cm),Stick9 Height (cm),Stick9 Distance (cm),Stick9 1st Caliper Aperture (cm),Stick9 1st Caliper Distance (cm),Stick9 2nd Caliper Aperture (cm),Stick9 2nd Caliper Distance (cm),Stick9a Estimate Template Number,Stick9a Estimate Template Size (cm),Stick9a Estimate Distance (cm),Stick9a Width (cm),Stick9a Height (cm),Stick9a Distance (cm),Stick9a 1st Caliper Aperture (cm),Stick9a 1st Caliper Distance (cm),Stick9a 2nd Caliper Aperture (cm),Stick9a 2nd Caliper Distance (cm),Stick10 Estimate Template Number,Stick10 Estimate Template Size (cm),Stick10 Estimate Distance (cm),Stick10 Width (cm),Stick10 Height (cm),Stick10 Distance (cm),Stick10 1st Caliper Aperture (cm),Stick10 1st Caliper Distance (cm),Stick10 2nd Caliper Aperture (cm),Stick10 2nd Caliper Distance (cm),MoonBallBall1 Estimate Template Number,MoonBall1 Estimate Template Size (cm),MoonBall1 Estimate Distance (cm),MoonBall1 Width (cm),MoonBall1 Distance (cm),MoonBall2 Estimate Template Number,MoonBall2 Estimate Template Size (cm),MoonBall2 Estimate Distance (cm),MoonBall2 Width (cm),MoonBall2 Distance (cm),MoonBall3 Estimate Template Number,MoonBall3 Estimate Template Size (cm),MoonBall3 Estimate Distance (cm),MoonBall3 Width (cm),MoonBall3 Distance (cm),MoonBall4 Estimate Template Number,MoonBall4 Estimate Template Size (cm),MoonBall4 Estimate Distance (cm),MoonBall4 Width (cm),MoonBall4 Distance (cm),BlueBall Estimate Template Number,BlueBall Estimate Template Size (cm),BlueBall Estimate Distance (cm),BlueBall Width (cm),BlueBall Distance (cm),BlueBall 1st Caliper Aperture (cm),BlueBall 1st Caliper Distance (cm),BlueBall 2nd Caliper Aperture (cm),BlueBall 2nd Caliper Distance (cm)
80,Female,21,,4/10/25,14:00,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,4,0.52,59.3,40.64,6670,4.318,45,13,1.9,62.8,40.64,2250,2.881,41.3,7,0.78,59.7,40.64,4890,3.731,49.5,10,1.22,58.2,40.64,3230,2.743,49.1,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
81,Female,18,,4/11/25,13:30,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,13,1.9,80.2,40.64,6670,5.765,47.6,14,2.15,76.6,40.64,2250,5.82,48.1,10,1.22,77.6,40.64,4890,6.74,44.2,11,1.44,76.8,40.64,3230,6.064,43,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
82,Male,31,,4/11/25,14:00,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,5,0.65,67.2,40.64,6670,6.99,67.3,11,1.44,71.4,40.64,2250,7.401,63.2,7,0.78,69.6,40.64,4890,6.679,56,10,1.22,65.8,40.64,3230,6.439,54.5,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
83,Male,25,,4/14/25,14:20,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,11,1.44,74.2,40.64,6670,4.42,48.8,16,2.7,67.5,40.64,2250,5.507,42.4,13,1.9,72.1,40.64,4890,6.37,58.8,16,2.7,78.8,40.64,3230,7.063,63.4,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
84,Female,58,,4/14/25,14:52,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,15,2.44,74.5,40.64,6670,6.63,47.2,16,2.7,72.6,40.64,2250,6.037,48,14,2.15,73.4,40.64,4890,5.868,50.1,15,2.44,72.9,40.64,3230,5.13,50.6,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
85,Male,23,,4/14/25,15:08,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,7,0.78,82.2,40.64,6670,4.862,40.7,13,1.9,78.4,40.64,2250,6.255,42,8,0.96,76.6,40.64,4890,6.039,47.8,11,1.44,81,40.64,3230,6.448,46.5,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
86,Female,20,,4/14/25,15:25,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,17,3.3,66,40.64,6670,6.304,40.6,15,2.44,61.2,40.64,2250,7.314,40.8,15,2.44,61.1,40.64,4890,7.499,48.1,14,2.15,58.5,40.64,3230,7.594,47,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
87,Female,21,,4/14/25,15:45,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,13,1.9,65.7,40.64,6670,6.108,44.3,16,2.7,62.5,40.64,2250,6.585,46.8,14,2.15,63,40.64,4890,6.021,49,15,2.44,62.1,40.64,3230,6.08,49.9,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
88,Female,20,,4/17/25,13:00,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,11,1.44,67.2,40.64,6670,5.886,45.2,17,3.3,61,40.64,2250,6.766,43.2,14,2.15,62.2,40.64,4890,6.214,42.17,15,2.44,63.3,40.64,3230,6.239,42.8,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
89,Female,35,,4/17/25,13:20,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,11,1.44,80,40.64,6670,5.666,51.9,16,2.7,74.3,40.64,2250,7.412,46.3,12,1.63,78.6,40.64,4890,5.783,52.2,15,2.44,73.6,40.64,3230,6.309,51.4,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
90,Female,19,,4/17/25,13:45,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,10,1.22,63.5,40.64,6670,6.289,44.5,13,1.9,67.1,40.64,2250,6.448,44.2,12,1.63,66.9,40.64,4890,6.607,43.7,14,2.15,63.1,40.64,3230,6.314,44.5,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
91,Male,18,,4/17/25,14:10,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,4,0.52,71.8,40.64,6670,6.563,40,16,2.7,67.9,40.64,2250,7.397,40.9,7,0.78,69,40.64,4890,7.368,44.2,11,1.44,71.2,40.64,3230,7.611,43.9,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
92,Female,21,,4/17/25,14:33,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,3,0.49,67.3,40.64,6670,7.077,48.4,11,1.44,68,40.64,2250,7.087,44.6,5,0.65,66.4,40.64,4890,7.017,43,9,0.98,66.5,40.64,3230,7.68,38.7,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
6000,Female,24,,5/30/25,13:00,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,16,2.7,78.5,40.64,1690,7.024,49.5,7.191,48.5,14,2.15,68.5,40.64,2980,6.493,48.5,6.759,50,12,1.63,77.5,40.64,6110,6.086,49.5,6.215,52,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,71.5,14,289.56,6110,,,,,j,3.32,83,14,289.56,10700,6.25,51.5,6.029,47.5,f,2.08,67,14,289.56,15100,6.246,52.5,6.129,51,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,12,1.63,77,22.605,1520,6.577,53.2,6.562,51
6001,Male,28,,5/30/25,14:00,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,13,1.9,84,40.64,1690,7.218,43,6.997,40.1,11,1.44,85,40.64,2980,6.491,51,6.958,49.1,6,0.72,84.5,40.64,6110,6.851,48,6.595,40.3,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,i,3.05,74,14,289.56,6110,,,,,e,1.66,73.5,14,289.56,10700,6.779,46.4,6.513,40.5,d,1.4,76.5,14,289.56,15100,6.672,45.4,6.493,39,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,11,1.44,85,22.605,1520,6.762,45.5,6.693,42
6002,Male,23,myopia,5/30/25,14:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,20,4.7,65,40.64,1690,7.652,54.3,7.576,53.8,16,2.7,64,40.64,2980,7.249,56.2,7.227,59.5,14,2.15,66,40.64,6110,7.015,55,6.699,57.3,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,o,6.89,65.5,14,289.56,6110,,,,,n,6.1,64,14,289.56,10700,6.636,57.8,6.726,59,m,5.17,65,14,289.56,15100,6.876,55.6,6.315,58.2,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,17,3.3,71.5,22.605,1520,7.316,57.3,7.236,57.1
6003,Female,28,,5/30/25,15:00,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,13,1.9,77,40.64,1690,7.463,46,7.639,46.3,10,1.22,77,40.64,2980,7.169,50.8,6.88,47,6,0.72,77,40.64,6110,6.758,43.9,6.648,48.5,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,k,4.07,66,14,289.56,6110,,,,,f,2.08,64,14,289.56,10700,6.576,50,6.197,47.7,b,0.82,64.5,14,289.56,15100,6.305,50,5.961,59,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,12,1.63,77,22.605,1520,6.86,49.5,6.781,48
6004,Female,24,Updated stick 6 to new lamp due to coverage of previous stick 6,7/7/25,14:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,20,4.7,77.5,40.64,1690,6.15,35,4.99,44,20,4.7,74.5,40.64,2980,5.41,20,5.38,36.5,17,3.3,78,40.64,6110,4.99,40.5,4.93,40.2,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,t,13,72.25,14,289.56,6110,3.27,43.5,4.35,40.7,s,11,70,14,289.56,10700,2.92,44.75,4.36,39,p,7.7,71,14,289.56,15100,1.81,45.5,4.3,42,,,,14,289.56,15188.5,,,,,v,19,74.5,14,289.56,2318,2.73,39,5.2,34.5,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,20,4.7,75,22.605,1520,5.594,31,4.42,33.5
6005,Female,28,,7/8/25,10:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,11,1.44,63.5,40.64,1690,7.48,34.5,7.32,32.8,10,1.22,63.6,40.64,2980,7.15,32,6.789,31.8,7,0.78,61.4,40.64,6110,6.89,36.4,6.972,29.8,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,o,6.89,54.5,14,289.56,6110,6.95,34.4,6.471,33,l,4.7,53.3,14,289.56,10700,6.61,36.2,6.645,35.3,j,3.32,53.4,14,289.56,15100,6.59,36.7,6.545,33.3,,,,14,289.56,15188.5,,,,,s,11,58,14,289.56,2318,6.62,33.5,6.171,33.2,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,10,1.22,61.7,22.605,1520,7.09,26.3,6.934,32.6
6006,Male,21,,7/8/25,11:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,69.5,40.64,1690,6.556,30,6.861,26.5,13,1.9,73.4,40.64,2980,6.494,31.5,6.645,30.5,11,1.44,73.2,40.64,6110,6.291,31.3,6.459,28,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,67,14,289.56,6110,6.283,33.8,6.33,22.5,n,6.1,63.8,14,289.56,10700,6.196,31,6.413,25,j,3.32,63,14,289.56,15100,6.13,30.2,6.24,28,,,,14,289.56,15188.5,,,,,t,13,64.2,14,289.56,2318,5.598,30.9,6.325,24.5,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,13,1.9,74.4,22.605,1520,6.598,32.8,6.378,23.8
6007,Female,18,,7/8/25,13:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,69.5,40.64,1690,6.169,14.8,5.749,13.4,9,0.98,69.5,40.64,2980,5.794,19.4,5.8,18,7,0.78,67.5,40.64,6110,5.539,27.7,5.697,18.7,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,m,5.17,61.5,14,289.56,6110,6.08,29.4,5.844,19.6,k,4.07,59.8,14,289.56,10700,5.673,28.5,5.624,15.8,h,2.77,61.9,14,289.56,15100,5.692,30.7,5.62,16.5,,,,14,289.56,15188.5,,,,,s,11,64.2,14,289.56,2318,6.259,21.5,5.397,13.6,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,5,0.65,70,22.605,1520,5.473,15.7,5.857,16.8
6008,Female,19,slight astigmatism; did it without glasses,7/8/25,14:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,59.7,40.64,1690,6.4,32,6.4,29.5,11,1.44,60,40.64,2980,6.4,39.2,6.403,29.7,8,0.96,58.3,40.64,6110,6.276,39.5,6.253,33.6,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,m,5.17,53.4,14,289.56,6110,5.821,26.4,5.89,26.9,g,2.22,53.4,14,289.56,10700,5.785,25,5.895,31.3,d,1.4,52.3,14,289.56,15100,6.024,29.3,5.707,34.6,,,,14,289.56,15188.5,,,,,r,10.34,57.5,14,289.56,2318,6.04,26.8,5.842,22.5,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,10,1.22,65.5,22.605,1520,6.07,32,6.086,32
6009,Female,29,C#7 was in place #6,7/9/25,10:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,16,2.7,60.5,40.64,1690,6.587,40.3,6.667,43.8,13,1.9,64.5,40.64,2980,6.256,44.3,6.451,45.1,11,1.44,62.5,40.64,6110,6.015,45.4,6.036,47.5,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,o,6.89,55,14,289.56,6110,5.8,47,5.907,47,j,3.32,56.3,14,289.56,10700,6.2,46.3,5.808,46.4,h,2.77,56.2,14,289.56,15100,5.9,45.3,5.735,46.5,,,,14,289.56,15188.5,,,,,r,10.34,56,14,289.56,2318,5.759,43.2,5.664,44.7,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,12,1.63,61.5,22.605,1520,6.023,33,6.107,41.6
6010,Female,28,C#7 was in place #6,7/9/25,11:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,14,2.15,76,40.64,1690,6.533,25,6.769,35.8,10,1.22,77.5,40.64,2980,5.827,21.7,6.102,42.7,9,0.98,76.5,40.64,6110,5.438,22.4,6.102,41.2,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,j,3.32,65.6,14,289.56,6110,6.085,38.2,5.797,35.8,i,3.05,65.8,14,289.56,10700,5.263,41.2,5.993,34,h,2.77,66.4,14,289.56,15100,5.889,39,5.993,36.7,,,,14,289.56,15188.5,,,,,q,9,66,14,289.56,2318,5.682,35.5,5.797,27.4,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,12,1.63,78.7,22.605,1520,5.937,26.3,5.914,36.4
6011,Female,24,C#7 was in place #6,7/9/25,13:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,11,1.44,81,40.64,1690,6.996,48,7.004,45.5,9,0.98,80.5,40.64,2980,6.656,44.5,6.235,45.8,7,0.78,79.3,40.64,6110,6.327,43.5,6.294,45.7,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,i,3.05,72,14,289.56,6110,5.571,47,6.104,49,g,2.22,75.7,14,289.56,10700,5.68,42.7,6.111,46.4,e,1.66,73,14,289.56,15100,5.586,37.1,5.979,44.5,,,,14,289.56,15188.5,,,,,q,9,77.7,14,289.56,2318,6.143,47.1,5.942,44.1,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,9,0.98,81.7,22.605,1520,6.46,47.9,6.624,50
6012,Male,23,C#7 was in place #6,7/9/25,14:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,16,2.7,74.5,40.64,1690,6.814,21,6.624,14.6,10,1.22,76,40.64,2980,6.385,18.3,6.496,13,7,0.78,74,40.64,6110,6.337,19.4,6.187,13,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,j,3.32,65.7,14,289.56,6110,6.078,14.5,5.939,12.1,i,3.05,66.4,14,289.56,10700,6.159,14.4,5.891,12.8,f,2.08,66.2,14,289.56,15100,5.959,13.5,6.036,12.9,,,,14,289.56,15188.5,,,,,s,11,65.5,14,289.56,2318,5.417,13.4,5.862,13.7,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,12,1.63,74.5,22.605,1520,6.372,21.9,6.434,14.8
6013,Male,25,Myopic ,7/10/25,10:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,16,2.7,61.5,40.64,1690,7.178,42.5,6.698,44.2,14,2.15,62.5,40.64,2980,6.23,46,6.463,39.9,12,1.63,65.3,40.64,6110,5.969,48.9,6.097,46.7,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,62.2,14,289.56,6110,5.818,45.5,5.924,47,n,6.1,60.7,14,289.56,10700,5.889,42,5.821,48.8,i,3.05,59.7,14,289.56,15100,5.887,44.5,5.778,54.2,,,,14,289.56,15188.5,,,,,t,13,63,14,289.56,2318,6.082,36.4,6.167,38.4,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,13,1.9,64.7,22.605,1520,6.356,44.4,6.475,48.2
